"","ENSMUSG00000023043","ENSMUSG00000031972","ENSMUSG00000032085","ERCC-00116","ERCC-00108","ERCC-00009","ERCC-00111","ENSMUSG00000032231","ENSMUSG00000049382","ERCC-00043","ERCC-00003","ERCC-00145","ERCC-00042","ENSMUSG00000032366","ERCC-00113","ERCC-00092","ERCC-00136","ENSMUSG00000029484","ENSMUSG00000079029","ERCC-00171","ENSMUSG00000024659","ERCC-00112","ERCC-00022","ENSMUSG00000040152","ERCC-00076","ENSMUSG00000072905","ERCC-00004","ENSMUSG00000035783","ERCC-00046","ENSMUSG00000005892","ENSMUSG00000010592","ENSMUSG00000096221","ENSMUSG00000097581","ENSMUSG00000097213","ENSMUSG00000083538","ERCC-00060","ENSMUSG00000074818","ENSMUSG00000078566","ENSMUSG00000029761","ENSMUSG00000005983","ENSMUSG00000000805","ENSMUSG00000060441","ENSMUSG00000078380","ERCC-00025","ENSMUSG00000022753","ENSMUSG00000079034","ERCC-00035","ENSMUSG00000069475","ENSMUSG00000085774","ENSMUSG00000089940","ENSMUSG00000074472","ENSMUSG00000029861","ENSMUSG00000033306","ENSMUSG00000032060","ERCC-00044","ERCC-00165","ENSMUSG00000047793","ENSMUSG00000079505","ENSMUSG00000020258","ENSMUSG00000054517","ENSMUSG00000098235","ENSMUSG00000093847","ENSMUSG00000086799","ENSMUSG00000031910","ENSMUSG00000095905","ENSMUSG00000025867","ENSMUSG00000095180","ENSMUSG00000097467","ENSMUSG00000097136","ENSMUSG00000092181","ERCC-00131","ENSMUSG00000022425","ENSMUSG00000022875","ENSMUSG00000037593","ENSMUSG00000079906","ENSMUSG00000085399","ENSMUSG00000087338","ENSMUSG00000003378","ENSMUSG00000082604","ENSMUSG00000087480","ENSMUSG00000093606","ENSMUSG00000048163","ENSMUSG00000032726","ENSMUSG00000038793","ENSMUSG00000033615","ENSMUSG00000000184","ENSMUSG00000034730","ENSMUSG00000060550","ENSMUSG00000044703","ENSMUSG00000027562","ENSMUSG00000089861","ENSMUSG00000097737","ENSMUSG00000025993","ENSMUSG00000042386","ENSMUSG00000079662","ENSMUSG00000090210","ENSMUSG00000028128","ENSMUSG00000097879","ENSMUSG00000095799","ENSMUSG00000097229"
"ola_mES_2i_2_76.counts",0,0.268119268794137,0,0,0.479338764754986,0,0,0,2.98354266000996,0,0,0,0,4.69917122342925,0,0,1.47762705605803,0,0,0.479338764754986,0,0,0,0,0,0,0,0,2.16189405986111,4.53199091482632,6.14274606474404,0,0,0.268119268794137,0,0,0,4.6591946796025,3.20590149213239,0,0,0,0,0,0.268119268794137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479338764754986,0,0,0,0.268119268794137,0,0,0,0.268119268794137,0,0.268119268794137,0,0,0,0,0,0,0,0,0,0,0,0.268119268794137,0,0.268119268794137,4.64452098813425,0,0,0,0,0,0,0,1.92316170052748,0,4.04783040377148,0,0,0,0,0,2.12585672122586
"ola_mES_2i_2_79.counts",0,0,0,0,0,1.07369225589121,0,0,0,0,0,0,0,3.75498426403193,0,0.957485048727138,1.35821520202907,0,0.278409681889617,0,0,0,0,0,0,0,0,0.495948247164173,3.03992578518025,2.62764181216487,0.825976079302399,0,0,0,0,0,0,6.1452356547922,4.52713055375084,0,0,0.825976079302399,0.278409681889617,0,0.278409681889617,0,0,0,0,0,0,0,4.57457858735354,0,0,0.278409681889617,0,0,0,0,0,0,0,0,0,0.495948247164173,0,0,0.278409681889617,0,0,0,0,0,0.674515616899719,0,0.278409681889617,0,0.278409681889617,0,0,0,0.278409681889617,0.825976079302399,0.674515616899719,0,4.56459896259035,0.495948247164173,0.674515616899719,5.07660737788191,0.278409681889617,0,0,0.278409681889617,0,0,0,0,0,0
"ola_mES_2i_2_8.counts",0,1.39795674245062,0,0,0,0,0,0,4.9147362755125,0,0,0,0,4.00050699249659,0,0,1.53822267255748,3.97794311286914,0,1.86940865235164,0,0,0,0,0,0.475851821207041,0,0.475851821207041,2.37491992620631,4.29751338124201,4.55224626107128,0,0,0,0.475851821207041,0,0,4.37714729114835,5.81031415067303,0.475851821207041,0,0,0,0,0.475851821207041,0,0,0,0,0,0.475851821207041,0.475851821207041,0,0,0,0,0,0.475851821207041,0,0.475851821207041,0.796952557085343,0.475851821207041,0,0,3.13278806973772,0.475851821207041,3.42945571276838,0.475851821207041,0,0.475851821207041,0,0,0.475851821207041,0,0.475851821207041,0,1.23475554264989,0.475851821207041,0.475851821207041,0.475851821207041,1.03962404815109,0,0,2.92703316930758,0.475851821207041,0,0.796952557085343,0,0,4.25518475252961,0.796952557085343,0,0,0,0,0.475851821207041,0,0,0,0
"ola_mES_2i_2_80.counts",0,0.509098278133202,2.5609586637716,0,0.286602831136615,0.509098278133202,0,0,0,0,0,0,0,1.94220503366337,0,0.286602831136615,0,0,0,0.690987531909267,3.94057272422185,0,0,0,0,0,0,0.844829309406609,2.15566015291497,4.23946019083919,6.18668313498377,0,0,0.509098278133202,0.286602831136615,0,0,1.53704921003992,0.286602831136615,0,0,0.286602831136615,0.286602831136615,0,1.73104149755184,0,0,0,0,0.844829309406609,0.509098278133202,0,0,0,0,0,0,0,0.286602831136615,0,0.286602831136615,0,0.286602831136615,0,0,0,0.286602831136615,0.690987531909267,0,0,0,0,0.690987531909267,0,0,0,0,0,0,0,0.286602831136615,0,0,4.80789561362409,1.09573171942611,0,1.78815745929326,0,0,3.31606096188981,0.844829309406609,0,0,5.14513175911183,0,0,3.18770124733726,0,0,0
"ola_mES_2i_2_81.counts",0,1.27414977809292,0,0,0.82760377287234,0,0,0,0,0,0,0,0,0.82760377287234,0,0,2.30406500189587,0,0,0.82760377287234,1.58175629116476,0,0,0,0,0,0.82760377287234,0.82760377287234,3.57714897586139,0,6.46310981749863,0,0,0,0.497080594092797,0,1.07559781218609,0,5.05514603380936,0.497080594092797,0,0,0.497080594092797,0,0.497080594092797,0.497080594092797,0,0.497080594092797,0.82760377287234,0,0.82760377287234,0,3.85781769062826,0,0,0,0,0.497080594092797,0,0.497080594092797,0,1.07559781218609,0,0,0,0,0,2.48044295687819,1.9162216355224,0,0,0,0,0,0.497080594092797,0,0,1.70609355443209,2.63032647383113,0,0,0.497080594092797,1.27414977809292,0.497080594092797,0.497080594092797,0,0,1.07559781218609,0,3.42165633431732,0.497080594092797,0.497080594092797,0,0,0,0,0,2.87592287842593,0.497080594092797,0
"ola_mES_2i_2_85.counts",0,0.66581390378272,0,0,0.387326185963761,0.387326185963761,0,3.9798142722751,0,0,0,0,0,4.31473440439658,0,0,2.62263727069442,0,0,0.387326185963761,3.96197481385988,0,0,0,0,0.387326185963761,0,0,1.0619993360206,4.47777750174249,3.31382471123811,0.66581390378272,0.387326185963761,0,0,0,0,4.60854197854491,3.82730365871255,0,0,0,0.387326185963761,0,0,0.387326185963761,0,0,0,0.387326185963761,0,0,0.387326185963761,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23623998265518,0.387326185963761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387326185963761,0,1.56533871520975,0,0,0,0.387326185963761,3.08253470408638,0.387326185963761,2.03110657190696,0,0,0,0.387326185963761,0,0,0,0
"ola_mES_2i_2_86.counts",0,1.33118202566286,0,0,0,0,0,0,0,0.38134490980665,0,0,0,4.73863077759189,0,0,2.84774485823502,0,0,0.38134490980665,0,0,0,0,0,0.38134490980665,0,0,4.60402747205781,4.89616848071099,0.656745146719724,0,0,0,0,0,0,6.05176577839039,2.82046101381847,0,0,0,0,0,0,0,0,0,0,0.656745146719724,0,0.38134490980665,3.76692745888366,0,0,0,0,0,0,0,0.38134490980665,0.38134490980665,0,0.872446533495977,2.94999454901104,0,0,0,0,0,0,0,0,0,0,0.38134490980665,0.38134490980665,0,0,0,3.80897076968478,0,0,0.38134490980665,0.656745146719724,0,0,0,0.656745146719724,4.42091919242589,0.38134490980665,0,0,0,0,0,0,0,0,0
"ola_mES_2i_2_87.counts",0,0.748679388907351,0,0,0,0,0,0,0,0,0,0,0,5.41342272571888,0,0,1.33118202566286,0,0,0.44282708466682,3.79445582391091,0,0,0,0,0,0,0,1.4684774805695,4.31875008386191,5.13463439753822,0,0,0,0,0,4.92759676948868,4.85652484868088,4.53176049151593,0.44282708466682,0,0,0,0,0.44282708466682,0,0,0,0,0,0.44282708466682,0,3.85523155685512,0,0,0,0,0,0,0,0.748679388907351,0,0,0,0,0,3.63148342397403,0,0,0.748679388907351,0,0,0.44282708466682,0,0,0,0,0,0.44282708466682,0,0,0.748679388907351,0,1.69686702945626,0,0,0,0.44282708466682,0.748679388907351,3.45444327174314,0,0,0,0,0,0,0,0,0,0
"ola_mES_2i_2_90.counts",0,1.02070405352321,0,0,0,0,0,0,0,0,0,1.63744441034232,0,1.51519225458257,0,0,0,0,0,0.780897929117454,3.36074514125963,0,0.464812664678766,0,0,0,2.86608175984069,0.464812664678766,3.69020992958553,6.72497681308739,1.21398171920326,1.02070405352321,0,0,0,0,0.464812664678766,0.780897929117454,1.02070405352321,0,0,0,0.464812664678766,0,0,0,0,0,0,0,0,0,4.06725509524893,0,0,0,0,0.464812664678766,0,0,0,0,0,0,0,0,0.780897929117454,0,0,0.464812664678766,0,0,0,0,0.464812664678766,0,0,0,0,0,0,0,0,0.464812664678766,1.37588534520515,0,0,0,0.464812664678766,0,0,0,0,0,0,0,0,0,0,0
"ola_mES_2i_2_91.counts",0,0.641333270572143,0,0,0,0,0,0,0.641333270572143,0,0,0,0,5.20893906386521,0,0,0.641333270572143,0,0,0,0.262110665083992,0,0,0,0,0,0.262110665083992,0,2.1390961714447,6.19453197853104,0,0.262110665083992,0,0,0,0,0.641333270572143,0,2.94339747678415,0,0,0,0,0,0.915631239659239,0,0,0,0,0,0,0,4.43092025111713,2.87816085769815,0,0,0,0,0,0.262110665083992,0,0,0,0.262110665083992,0.262110665083992,0,0,0.641333270572143,0.469591497582571,0,0,0,0,0,0,0,0.262110665083992,0,0,0,0,0,0.469591497582571,5.26159649292721,1.02891280173255,0,0,0,0.262110665083992,0.469591497582571,0,0,0,0,0,0,0,0,0,0
"ola_mES_2i_2_93.counts",0,0.289063721858284,0,0,0,0,0,0,0,0,0,0,0,4.45979852140813,0,0,0.919603489007065,0,0,0,0.513035347445374,0,0,0,0,0,0.154940427508037,0.407306883429966,1.8504730728378,5.80560077636274,5.23570269609712,0.154940427508037,0,0,0,0,0,5.19658785021554,1.99719506398761,0,0,0,0,0,0.154940427508037,0,0,0,0.154940427508037,0.154940427508037,0.289063721858284,0,3.53660470203074,0,0,0,0,0.154940427508037,0,0,0.289063721858284,0,0.407306883429966,0,0,0.154940427508037,0,0,0,0,0,0,0,0,0,0,0,0,0.154940427508037,0.154940427508037,0,0,0,5.11545971837035,0.289063721858284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154940427508037
"ola_mES_2i_2_94.counts",0,0.345993879029274,0,0,0,0,0,0,0,0,0,0,0,2.74415501028617,0,0.0794383338976846,0.556243901514311,0,0,0.153027980504085,3.86694607096638,0,0,0,0,0,0,0.0794383338976846,2.01911077395566,0,4.63978128331367,0.0794383338976846,0,0,0,0,0,0.806557064956087,4.54343989940837,0,0,0,0.0794383338976846,0,0.0794383338976846,0,0,0,0,0,0.0794383338976846,0.153027980504085,0,0,0,0,0,0,0,0.221571419096811,0,0,0.153027980504085,0,0.221571419096811,0,6.45059580392206,0,0,0,0,0,0.0794383338976846,0,0,0,0,0,0,0,0,0,0,4.56776576367757,0,0,0,0.221571419096811,0.153027980504085,0,0.221571419096811,0,0,0,0,1.71331738149093,0,0,0,0
"ola_mES_2i_2_95.counts",0,0.485748321807536,0,0,0,0,0,0,0,0,0,0,0,2.21157459936603,0,0,1.41753968854947,0,0,0,5.21623667573782,0,0,0,0,0,2.06423901187668,0,2.84840110633084,4.44767119261386,0.811277595245076,0,0,0,0,0,2.140617826775,0.811277595245076,4.28074887183001,0,0,0,0.485748321807536,0,1.05646045470597,0,0,0,0,0,0.485748321807536,0,1.79228049252958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811277595245076,0.485748321807536,0.485748321807536,0,0,0,0,0,0,0.485748321807536,0,0,0.485748321807536,0,0.485748321807536,0,0,0,0,0,0,0,0,6.40233403708337,0,0.485748321807536,0,0,0,0,0,0,0,0.485748321807536
"ola_mES_2i_3_10.counts",0.181517769613287,0,0,2.92398696200026,4.45542377667902,4.34469793050712,3.06052316088328,0,0.42696072139252,3.38259292935373,3.57974004005199,3.23400891693863,2.75661792587761,0.341943181350192,4.91400523722422,2.93162646794141,4.70987244234555,0,0,4.55668865269906,0.00410952727085642,1.97963734451369,2.4538142517671,0,2.38405839892822,0,4.99593837528409,0,4.86484837095582,0,0.684522729541826,0,0,0,0,2.34074766401754,0,0.00683985966466329,0.0390352811394546,0,0,0.00274156045780221,0,0.8709305040955,0,0.0416720240765938,2.2008637351396,0,0,0,0,0,0.121358974496001,0,1.88004295103653,1.71584132605962,0,0,0,0,0,0.008202235422379,0,0.00137171974782474,0.00137171974782474,0,0.377387097149689,0,0.00137171974782474,0,1.96800489824094,0,0,0,0,0,0,0,0,0.229571062780981,0.00137171974782474,0,0.00137171974782474,0,0.00137171974782474,0,0,0.00137171974782474,0.00274156045780221,0,0.00137171974782474,0,0,0.00137171974782474,0.612038262207211,0,0,0,0,0
"ola_mES_2i_3_11.counts",0,0,0.00888301217098008,3.03512957820572,4.51866336462554,4.47354027337446,2.99643326848482,0,0.100373612854831,3.48656996143622,3.64364580314665,3.14962337874458,2.78075615412458,0.00148599256708798,4.88873178243134,2.82881095757814,4.58444007261187,0,0.019147769408596,4.51656947828396,0.0365030139638885,2.17202428549297,2.40321975152185,0,2.19927005153971,0.00296978023632344,4.98108357566671,0,4.90620588454243,0.017687810699691,1.72375540012791,0,0,0.00148599256708798,0,2.2976567741189,0,0.274037867167177,0.315020355155672,0,0,0,0,1.52611332881392,0,0.00148599256708798,1.97939642405843,0,0.0868315459844332,0,0.00148599256708798,0.167980003032634,0.0103558727762029,0.0689481584314902,1.48957147829909,1.65938401580004,0,0,0.0147614832420797,0,0,0.0147614832420797,0,0,0.00296978023632344,0.00148599256708798,0.0162257173945519,0,0.0118265672530771,0,1.82100632222785,0,0.00445136954121447,0,0,0.00148599256708798,0.00593076698627308,0.00593076698627308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148599256708798,0.0605851692242086,0,0,0,0,0.00148599256708798
"ola_mES_2i_3_12.counts",0,0.00607629418152479,0,3.0462651897605,4.38348181173385,4.34006541603268,3.04103653283288,0.0562863090677461,0,3.33513626573418,3.64545326184301,3.20481103939673,2.75989320637479,1.01131192136235,4.95143930292259,2.76259010613349,4.63794287443366,0,0.00304276225253504,4.59229619482049,0.0211074355326681,2.3730748622549,2.33131936788577,0,2.24573768030608,0,5.05723050278932,0,4.92419248821299,0,1.03106783992306,0,0,0,0,2.20592519471842,0,0.0505084343260319,0.399199373010455,0,0,0,0,0.722945692428284,0.0790696461999609,0.00304276225253504,1.44225871048024,0.00304276225253504,0,0,0.00304276225253504,0,0.123135825703265,0,1.48733203367164,1.46293461236341,0,0.00607629418152479,0,0,0,0.00910065161865008,0,0,0,0,0,0,0.00304276225253504,0,1.46786194780132,0.00304276225253504,0,0,0,0,0,0.00304276225253504,0.00304276225253504,0.00607629418152479,0,0,0,0.00304276225253504,0,0,0,0,0.00304276225253504,0.00304276225253504,0,0,0,0,0,0,0,0,0,0
"ola_mES_2i_3_13.counts",0,0.00613237382730735,0,2.83822594105978,4.30621790241095,4.29415983104072,2.85871612820935,0.320850668945866,0.00307088765738285,3.3279386735693,3.6194429651418,3.08319424087049,2.75863525011116,0.0712173405088295,4.85852907669524,2.79706740718703,4.54750905895161,0,0.20254840734018,4.70390934671029,0.177110739687524,1.93760057789438,2.25268892865967,0,2.26298125797815,0,5.15684253382256,0,5.00684078024523,0.0273042908644828,0.0122273707386591,0.00307088765738285,0,0,0,2.28669674214129,0,0.00918451589921428,0.00613237382730735,0.00307088765738285,0,0,0,0.949314571135016,0.00307088765738285,0,2.35025554870699,0.00307088765738285,0,0,0,0,0.318616725040452,0,1.52906026626053,1.53636616689682,0.00307088765738285,0.00307088765738285,0,0.00307088765738285,0,0,0.00918451589921428,0,0,0,0.23224334342967,0,0,0,1.62436202256753,0,0,0,0,0.00307088765738285,0.00307088765738285,0,0.113282879672386,0,0.00918451589921428,0,0.00307088765738285,0,0,0,0,0.00307088765738285,0,0.096668395997405,0,0,0,0.00613237382730735,0,0.00307088765738285,0,0,0.0152609946936708,0
"ola_mES_2i_3_15.counts",0,0.00381736676206433,0,2.88486675553075,4.31635976279335,4.40333939703347,2.80806741188743,0.084311028765438,0.178194528585073,3.31450354029288,3.59270520633372,3.09975228408195,2.89061884304162,0.758899653366298,4.91850871566134,2.70128217536579,4.57568614659556,0,0,4.66443427378517,0,1.91044825619779,2.15748121077474,0,2.09968430196997,0,5.13417931737618,0,4.9429234372914,0.00762021663386528,0.764257182150937,0,0,0,0,2.36875147501768,0,0,0.084311028765438,0.00381736676206433,0,0,0,1.73854078578546,0.00381736676206433,0.00381736676206433,1.5808499729097,0,0,0,0.00762021663386528,0,0.42383100561024,0,1.52500846242077,1.23328453257607,0,0,0,0.00381736676206433,0,0,0,0,0,0,0.278594624148871,0,0,0,1.85277225640721,0,0,0,0,0,0.00381736676206433,0,0.00762021663386528,0.00381736676206433,0,0.00381736676206433,0,0.218957505998736,0,0.0226886285112876,0,0,0.00381736676206433,0,0,0,0,0.00381736676206433,0,0,0,0,0.00381736676206433,0
"ola_mES_2i_3_16.counts",0.0700506627125203,0.00353338529901513,0,3.11373985417841,4.54011176971572,4.39762540667659,2.89766916184444,0,0,3.21399907841556,3.69451941397502,3.26096836386849,2.66914342789234,0.140139688588821,4.80688014121113,2.85070762682061,4.63862084580379,0,0,4.65816333385182,0.788428399294382,2.03806623395337,2.55394887830137,0,1.99230385609884,0,5.02531711588781,0,4.89639926726388,0,1.45506952135305,0,0,0.00176825325015454,0,2.31239996230122,0.00881016394059068,0.0227469433576847,0.22701901167206,0,0,0,0,1.00850538048113,0,0,1.72682325001361,0,0,0,0.00353338529901513,0.00353338529901513,0,0,1.52293193195422,1.39987795000426,0,0,0,0,0,0,0,0,0.17787830724739,0,0,0.00353338529901513,0.00176825325015454,0,1.83642307447187,0,0,0,0,0,0,0,0,0,0.00176825325015454,0,0,0,0.00353338529901513,0,0,0,0,0.00529540714583677,0,0,0,0.596573437987364,0,0,0,0.00176825325015454,0,0
"ola_mES_2i_3_17.counts",0,0,0,3.25673949549599,4.50047720720106,4.46783856191324,3.06581875188895,0.140130632201286,0.00113036894840413,3.30175326802037,3.48484374866382,3.18238745044759,2.70136718678149,0.0245776569449302,4.83446818178611,2.91514319159194,4.63832380251545,0,0,4.61988290847563,0.193723410094532,1.77391314316455,2.42720996412563,0,2.45235260492185,0.00113036894840413,5.03433794662397,0,4.90555641842501,0,0.659115437482438,0,0,0,0,2.25776877607146,0,0.00676312675057156,0.304736469241403,0,0,0,0,0.721488024167269,0,0,1.51567572085239,0,0,0,0,0,0.00338728084981981,0,1.64200242036763,1.29098862051233,0,0,0,0,0,0,0,0,0,0,0.00113036894840413,0,0.00113036894840413,0.00338728084981981,1.77160774060688,0,0,0,0,0,0,0,0,0,0,0,0,0.26301646938279,0,0,0,0.00113036894840413,0,0,0.00113036894840413,0,0,0,0,0,0.0938524823219678,0,0.0698846882553793,0
"ola_mES_2i_3_18.counts",0.213123203401735,0.0014517720335575,0,2.93544133524545,4.69184281364633,4.28392886430618,3.2371286671535,0,0,3.15017338307943,3.37640809514873,3.16134612104356,2.8593598735353,0.232308421814943,4.99624897380742,2.95041263370389,4.61473422057616,0,0,4.59977969553375,0.747012897452153,2.39893350450005,2.44104600454864,0,2.2475894601495,0,4.97494221643649,0.000726149472010183,4.81003532563925,0.0293480426323054,0.906966596817927,0,0,0,0.000726149472010183,2.31567308194018,0,0,0,0,0,0,0,0.998011643136244,0,0,1.79609220415885,0,0,0,0.000726149472010183,0,0,0,1.52323238401107,1.4723942948053,0,0,0,0.000726149472010183,0,0.000726149472010183,0,0,0,0,0.0314620191243487,0,0.000726149472010183,0,1.6813877811556,0,0.00217686844876337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255643024476387,0.0014517720335575,0,0,0,0,0,0,0,0,0.000726149472010183,0,0
"ola_mES_2i_3_19.counts",0,0,0,3.01856302903263,4.30192417773589,4.29576319528666,2.87206304705769,0,0,3.16123341610089,3.51155371231302,3.17677120019936,2.82017588448636,0.541709851529934,4.85033085743063,2.55510461165959,4.63017777633702,0,0,4.6905100481716,0.657828285401609,2.01991475831342,2.40985975989318,0,2.26634836312288,0.00335391833685098,5.12649936182166,0,4.97323146135996,0,1.32572364811344,0,0,0,0,2.30596211433564,0.00335391833685098,0.545611085169846,0.329093426926336,0,0,0,0,1.49672926136693,0,0.0265215654877196,1.74868541937618,0,0,0,0,0,0,0,2.22036995461133,1.67343729061527,0,0.00335391833685098,0,0.0166582232182463,0,0.00335391833685098,0.00335391833685098,0,0,0,0.0265215654877196,0,0.00335391833685098,0,1.59751734263875,0,0,0,0,0.172384636050685,0,0,0,0.00669662549639088,0,0,0,0,0,0,0,0,0.00335391833685098,0.350617171365648,0,0,0,0.0100281961804175,0.385491532347289,0,0.00669662549639088,0,0,0
"ola_mES_2i_3_2.counts",0,0,0,3.36972805562462,4.50143263368401,4.47640373099358,3.06701913513798,0,0,3.3008887418779,3.39004588608577,3.11809309998036,2.61849832085282,0.133361399881713,4.87732014552904,2.96165393936814,4.64890203548597,0,0,4.60162111188938,0,2.57444874701029,2.50755625444587,0,2.10784885300525,0.00113160458878148,5.01015247127895,0,4.8247482984997,0,0.0929192129520584,0,0.0667862594407076,0,0,2.21584440945895,0.00226193009589595,0,0.0123777743487379,0,0,0.00113160458878148,0,1.33501215075447,0,0,1.68470241855622,0,0.152985244267,0,0,0,0,0,1.9673203910398,1.24006544092068,0,0,0,0,0,0,0,0.00113160458878148,0,0,0.836270027254893,0,0,0,1.80357699633744,0,0,0,0.00113160458878148,0,0,0,0,0,0,0,0,0.363377626877592,0,0,0,0.00113160458878148,0,0.0877469713316438,0,0.00113160458878148,0,0.603661878348245,0,0,0,0.193916016286253,0.0134954662973364,0
"ola_mES_2i_3_20.counts",0,0.00352057256022474,0,3.05173465708177,4.42292459308657,4.39001563063438,2.96067625237935,0,0,3.23412443390744,3.59393947328355,3.08984824716091,2.77519183985438,0.312461130352967,4.83257683403184,2.88462130398807,4.62039673865245,0,0.00702879415904133,4.61893681054487,0.307287076978062,2.12097005268031,2.2898413422285,0,2.24266700968462,0,5.10302617534823,0,4.93859581524443,0.171361028982636,0,0,0,0.00702879415904133,0.00352057256022474,2.29162575373036,0,0,0.654414454266089,0,0,0,0.251279159888436,1.13543893827861,0,0.0105247511534867,1.87532410114652,0.0877326366251447,0.0548938159561648,0,0.00352057256022474,0,0.460865119405347,0,1.8076644524262,1.74252968384893,0,0,0.186108601195393,0.00352057256022474,0,0.0243876289007634,0.00352057256022474,0,0,0,0,0.00352057256022474,0,0,1.69770021864179,0,0,0,0,0,0,0,0,0,0,0,0,0.02093988461771,0,0,0.00702879415904133,0.0105247511534867,0,0.537901130656445,0,0,0.02093988461771,0,0,0,0,0,0,0.00352057256022474
"ola_mES_2i_3_21.counts",0,0.00105474449629848,0,3.06742748604813,4.61257096416711,4.53826926026227,3.14143512984083,0,0,3.25231935970972,3.53935215580126,3.07695923655159,2.85576698303562,0.368342508577681,4.88799928500714,2.90981313113255,4.65456231360413,0,0.0270681539341568,4.57713075831447,0.00105474449629848,2.03242414205689,2.31897884013804,0,2.43240840177025,0,4.92689582058463,0,4.85691705225817,0,0.225757910396512,0,0.00105474449629848,0,0,2.24196461982081,0,0,0.141467734184134,0.0084069696710237,0,0,0,1.51814492944694,0,0.0623862288313759,1.61251717807782,0.00105474449629848,0,0.00316090188655617,0.00105474449629848,0,0.00105474449629848,0,1.25757785251924,1.59125153091814,0,0.00105474449629848,0,0,0,0,0,0,0,0,0.463679437764224,0.00210837767869402,0.00316090188655617,0,1.8818525988027,0,0,0,0,0,0,0,0,0,0,0,0,0.0791008546582855,0.00105474449629848,0.00105474449629848,0,0.00105474449629848,0,0,0.00105474449629848,0,0,0.00105474449629848,0,0,0,0,0.00105474449629848,0
"ola_mES_2i_3_23.counts",0,0,0,2.9912610531889,4.44074223653311,4.59828504922767,2.99675651017401,0,0,3.27021543182681,3.69003297230982,3.16891427887287,2.55607587353645,0.328820954224638,4.92263637424866,3.00619933355963,4.60658978070952,0,0,4.60166494881217,0.00117908969081244,2.01828281389596,2.17067132611635,0,2.20533265929278,0,4.96878442389962,0,4.87186351744726,0.0705951510459963,0.487134595282795,0,0,0,0,2.28934224468794,0,0,0.107292080790284,0,0,0,0,1.61098270900362,0,0,1.82081603800041,0,0.00117908969081244,0.00117908969081244,0.00117908969081244,0,0.0105620900399876,0,1.71472546752038,1.57598067487514,0,0,0,0.00235679076626749,0,0,0,0.155899950035701,0,0,0.693376032678829,0,0.00235679076626749,0.00235679076626749,1.56937128490272,0,0.0628697983148486,0,0,0,0,0,0.00117908969081244,0,0.00117908969081244,0,0.00235679076626749,0,0,0,0.0267734287052778,0,0.00117908969081244,0.00117908969081244,0,0,0,0,0,0,0,0,0,0
"ola_mES_2i_3_25.counts",0.0246374515444392,0.00207646444535302,0,3.3231531413331,4.23522098860746,4.5197302513241,2.904874634865,0,0,3.37568512368928,3.57830419163166,3.26517074956317,2.65742534307099,0.586781030306359,4.8213065382593,3.00301495599352,4.64790111959638,0,0.01853476126172,4.62254709726512,0,1.9631241589303,2.63352718596306,0,2.27052479425684,0.00414862611912262,5.01555488339356,0.00207646444535302,4.89751858578841,0,1.61633505150657,0.00207646444535302,0,0.00207646444535302,0,2.33393466825136,0,0.239190769432396,0.479503394512911,0,0,0,0,0.86718656337527,0,0.00414862611912262,1.87276619259995,0,0,0,0.00207646444535302,0,0,0,2.1152677067739,1.23616326807493,0,0.00207646444535302,0,0.00207646444535302,0,0.0205731322496902,0,0.00207646444535302,0,0,0.0307031247878102,0,0.00207646444535302,0,1.79988839470313,0,0,0,0,0,0.0144455119098801,0,0,0,0,0,0,1.07322739402432,0,0,0,0,0.00207646444535302,0.00207646444535302,0,0.00828011222260414,0,0.00207646444535302,0,0,0,0,0,0
"ola_mES_2i_3_26.counts",0,0,0,2.98485501901282,4.6311429880972,4.44497011972502,2.94965023715845,0,0,3.2407746310199,3.46088908639539,3.35993897495626,2.86468780871401,0.214070212562855,4.90183031843283,2.75280312101224,4.64265290635099,0,0.0268651141781029,4.59551229583048,0.317688461903677,2.28029990528308,2.29951136688457,0,2.03105846813429,0.00271922303556045,4.95017519479993,0,4.87548544043786,0,0.0667056038685017,0.000907229501458265,0.00181363668352405,0.000907229501458265,0,1.96383115015778,0,0,0.447600032782582,0,0,0,0,1.33238948098383,0,0.00271922303556045,1.72404908235706,0,0,0,0,0,0.530505498409332,0.0197713576795316,1.87519469411846,1.46706501126242,0,0.000907229501458265,0.000907229501458265,0,0,0,0,0.0108328066078296,0,0,0,0,0,0,2.29201779065725,0,0,0,0,0,0,0.00723489419082639,0,0,0,0,0,0.00181363668352405,0,0,0,0,0,0.0126269200661652,0,0,0.119621133946737,0.336016496926024,0,0,0,0,0.0286307183805573,0
