,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330
470,0,0,6,0,0,0,1,6,1,0,0,0,0,0,0,2,0,0,1,0,0,0,17,1,0,6,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,46,0,0,57,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,3,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,37,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,7,0,1,0,0,0,0,0,20,5,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,3,0,0,0,6,0,1,0,0,16,0,8,0,3,0,0,4,0,0,4,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,20,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,6,0,0,16,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,5,0,0,0,0,6,13,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,4,0,0,0,8,15,0,0,0,0,0,0,0,0
471,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,43,16,4,0,2,4,0,11,1,0,0,3,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,7,10,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,5,0,5,0,0,23,0,3,0,0,1,0,0,4,2,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,1,5,0,0,4,1,0,16,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,9,0,7,0,2
472,0,0,13,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,231,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,0,1,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,3,0,0,0,0,3,8,0,5,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,2,0,6,0,0,0,0,0,5,0,3,0,3,5,0,0,0,16,0,0,5,1,0,0,0,10,0,0,1,0,0,0,0,0,1,46,0,14,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,14,0
473,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,49,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,10,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,8,0,0,0,0,15,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,18,0,1,96,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,29,0,0,0,0,0,0,1,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,0,4,1,0,1,0,0,0,2,1,0,10,36,0,0,0,0,5,0,0,0,7,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,1,0,0,1,4,1,0,6,43,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,2,0,12,0,0,16,0,0,0,0,0,1,0,2,1,0,0,1,0,15,0,0,0,16,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,5,0,0,2,0,9,0,1,0,0,4,0,1,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,4,2,0,0,0,0,0,7,0,7,0,11,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,8,0,0,2,5,5,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,13,0,0,0,0,4,0,0,4,1,0,1,0,0,0,1,0,12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,15
475,0,0,8,0,0,0,0,0,0,0,1,0,0,1,19,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,2,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,9,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,16,0,0,1,0,0,0,0,0,0,3,0,1,0,14,0,1,0,0,0,0,0,1,0,1,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,10,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3,0,1,1,1,1,0,0,0,12,0,0,0,0,1,0,5,0,0,0,0,5,7,0,0,0,4,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
476,0,0,5,0,0,2,0,16,0,0,0,0,0,0,0,10,0,2,0,2,5,0,30,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,6,0,2,15,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,2,0,0,0,0,0,0,1,0,0,9,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2,1,2,0,2,0,0,0,9,0,2,0,0,0,3,0,0,22,0,0,0,1,4,0,0,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,9,0
477,0,0,14,0,0,0,0,24,0,0,0,0,0,1,0,6,0,2,1,1,9,0,10,12,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,11,0,0,105,1,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,10,5,0,0,0,0,0,12,0,0,1,0,3,0,7,0,0,0,0,4,0,0,6,12,0,0,0,0,0,0,5,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,63,0,0,0,0,2,0,1,7,5,0,0,0,0,0,28,0,0,0,3,0,0,2,0,0,13,0,3,5,1
478,1,0,38,0,0,0,0,44,0,0,0,0,0,1,6,1,1,0,0,0,9,0,57,1,0,0,0,0,0,4,0,1,0,6,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,219,0,0,0,1,0,0,4,0,0,15,17,0,0,0,0,1,1,0,0,13,1,5,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,22,0,0,3,0,0,3,0,0,1,0,1,0,5,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,7,0,0,4,0,0,0,9,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,6,0,10,0,0,0,0,2,0,3,0,20,0,0,14,0,0,0,0,12,0,4,1,0,0,0,0,0,0,11,0,12,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,7,5
479,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,2,9,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,95,0,0,0,21,11,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,21,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,5,0,0,5,0,0,7,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,2,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,4,0,0,0,3,4,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,1,2,0,0,0,0,12,0,0,24,0,0,0,0,2,0,0,0,0,0,19,0,0,0,4,0,0,6,0,0,0,0,11,5,0,7,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,1,0,1,1,0,0
480,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,1,1,0,62,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,6,0,0,3,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,1,2,1,0,0,0,0,5,0,0,0,0,0,0,51,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,11,0,0,0,3,0,0,0,0,0,3,3,0,4,1,2,0,15,1,11,0,0,5,0,2,7,10,0,0,0,0,3,0,0,0,0,0,5,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,2,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,11,0,0,0,0,0,0,0,2,0,0
481,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,15,0,0,0,32,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,4,0,0,2,0,2,4,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,6,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,21,0,0,0,2,0,0,7,0,9,0,0,0,0,0,2,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,16,1,0,4,0,0,0,2,0,0,19,0,0,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,0,0,3,0,0,0,0,0,37,0,0,0,1,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,5,4,0,0,0,0,4,0,0,0,2,2,0,0,0,0
482,0,0,9,0,0,0,0,2,0,0,0,0,0,0,14,14,0,0,0,0,6,0,58,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,17,77,0,3,0,0,2,1,0,5,0,1,1,0,3,23,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,22,0,0,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,4,1,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,5,9,0,1,0,0,0,0,0,1,3,0,0,18,0,0,0,1,2,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,27,5,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15,0,1,0,0,0,0,15,0,0,3,0,0,0,0,0,2,1,0,0,5
483,0,0,16,0,0,0,0,74,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,8,0,1,0,0,0,4,0,0,0,0,0,0,8,0,0,0,3,13,0,0,0,178,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,11,74,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,23,0,0,0,0,0,5,1,15,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,0,0,0,0,15,0,0,1,5,3,0,2,0,10,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,1,9,0,78,0,0,0,0,0,0,1,0,0,0,13,0,0,0,3,0,0,0,0,0
484,0,0,9,0,0,0,0,2,0,3,0,0,0,0,0,8,0,0,0,0,0,0,113,0,0,10,0,0,0,6,0,0,1,0,0,0,3,0,0,4,0,0,0,6,0,0,0,1,0,21,0,0,27,0,0,0,0,0,0,0,11,0,0,0,0,1,2,0,0,0,0,2,0,3,20,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,10,0,0,2,0,7,48,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,0,0,2,0,11,3,1,0,0,0,0,0,6,0,0,1,2,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,10,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,13,3,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
485,0,0,3,0,0,0,0,5,0,1,1,0,0,1,0,6,0,0,0,0,2,0,36,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,47,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,39,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,4,0,1,0,0,0,0,7,0,0,0,0,3,0,0,8,0,0,0,2,0,0,0,0,0,0,0,21,21,0,0,1,0,0,2,1,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,49,0,0,2,0,0,0,0,10,4,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,8,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,37,12,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,38,0,0,0,2,2,0,0,3,0,1,0,11,0,0,0,0,0,1,0,0
486,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,0,15,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,19,0,0,0,0,0,21,22,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,10,0,0,4,1,0,0,65,0,0,0,0,6,0,1,0,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,7,3,0,9,0
487,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,10,1,0,0,0,0,0,17,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,63,0,0,0,0,3,0,0,0,0,0,15,0,6,0,0,0,0,0,0,7,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,2,2,0,1,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,1,0,0,0,7,0,3,0,1,0,0,5,0,0,0,0,0,0,0,1,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,1,0,0,6,0,0,9,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,7,0,4,0,0,0,8,0,0,0,4,5,5,1,7,9,0,0,6,0,0,0,0,8,0,0,2,2,0,0,0,0,0,63,0,4,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,3,2
488,0,0,4,0,0,0,1,11,0,5,0,0,0,0,0,19,0,0,0,3,12,0,7,7,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,5,0,0,0,0,6,0,0,0,0,0,0,0,0,1,4,17,0,0,0,0,0,2,0,0,1,0,2,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,4,13,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,13,0,13,0,8,0,6,1,0,0,0,0,4,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,18,0,1,1,1,0,0,6,0,0,0,0,42,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,5,0,0,0,2,1,0,19,0,0,0,0,0,0,1,0,69,0,1,0,0,4,0,3,0,0,8,0,0,0,0,0,12,0,2,0,0
