,pop,depth,cell.type,cell.type.idx,batch
cell569,4_5,0.580402010050251,4_5,1,3
cell570,4_1,0.577164366373902,4_1_1,4,3
cell571,4_5,0.575376884422111,4_5,1,2
cell572,4_5,0.57286432160804,4_5,1,2
cell573,4_1,0.569636135508156,4_1_1,4,3
cell574,4_5,0.5678391959799,4_5,1,1
cell575,4_5,0.565326633165829,4_5,1,3
cell576,4_5,0.562814070351759,4_5,1,2
cell577,4_1,0.559598494353827,4_1_1,4,3
cell578,4_1,0.557089084065245,4_1_1,4,1
cell579,4_5,0.555276381909548,4_5,1,3
cell580,4_5,0.552763819095477,4_5,1,1
cell581,4_5,0.550251256281407,4_5,1,1
cell582,4_5,0.547738693467337,4_5,1,3
cell583,4_5,0.545226130653266,4_5,1,1
cell584,4_5,0.542713567839196,4_5,1,2
cell585,4_5,0.540201005025126,4_5,1,2
cell586,4_5,0.537688442211055,4_5,1,3
cell587,4_5,0.535175879396985,4_5,1,2
cell588,4_5,0.532663316582915,4_5,1,2
cell589,4_5,0.530150753768844,4_5,1,3
cell590,4_5,0.527638190954774,4_5,1,2
cell591,4_5,0.525125628140704,4_5,1,3
cell592,4_5,0.522613065326633,4_5,1,3
cell593,4_5,0.520100502512563,4_5,1,2
cell594,4_5,0.517587939698492,4_5,1,3
cell595,4_5,0.515075376884422,4_5,1,1
cell596,4_5,0.512562814070352,4_5,1,1
cell597,4_5,0.510050251256281,4_5,1,3
cell598,4_5,0.507537688442211,4_5,1,1
cell599,4_5,0.505025125628141,4_5,1,1
cell600,4_5,0.50251256281407,4_5,1,2
cell601,4_1,0.499372647427854,4_1_1,4,2
cell602,4_1,0.496863237139272,4_1_1,4,2
cell603,4_5,0.494974874371859,4_5,1,1
cell604,4_5,0.492462311557789,4_5,1,3
cell605,4_5,0.489949748743719,4_5,1,3
cell606,4_5,0.487437185929648,4_5,1,1
cell607,4_5,0.484924623115578,4_5,1,1
cell608,4_5,0.482412060301508,4_5,1,3
cell609,4_5,0.479899497487437,4_5,1,2
cell610,4_5,0.477386934673367,4_5,1,3
cell611,4_5,0.474874371859296,4_5,1,2
cell612,4_5,0.472361809045226,4_5,1,3
cell613,4_5,0.469849246231156,4_5,1,1
cell614,4_5,0.467336683417085,4_5,1,3
cell615,4_1,0.464240903387704,4_1_1,4,3
cell616,4_5,0.462311557788945,4_5,1,3
cell617,4_1,0.45922208281054,4_1_1,4,2
cell618,4_5,0.457286432160804,4_5,1,2
cell619,4_1,0.454203262233375,4_1_1,4,3
cell620,4_1,0.451693851944793,4_1_1,4,1
cell621,4_1,0.449184441656211,4_1_1,4,2
cell622,4_5,0.447236180904523,4_5,1,1
cell623,4_1,0.444165621079046,4_1_1,4,2
cell624,4_5,0.442211055276382,4_5,1,2
cell625,4_5,0.439698492462312,4_5,1,2
cell626,4_5,0.437185929648241,4_5,1,2
cell627,4_1,0.434127979924718,4_1_1,4,3
cell628,4_5,0.4321608040201,4_5,1,3
cell629,4_5,0.42964824120603,4_5,1,2
cell630,4_5,0.42713567839196,4_5,1,3
cell631,4_5,0.424623115577889,4_5,1,2
cell632,4_5,0.422110552763819,4_5,1,3
cell633,4_5,0.419597989949749,4_5,1,2
cell634,4_5,0.417085427135678,4_5,1,3
cell635,4_5,0.414572864321608,4_5,1,1
cell636,4_1,0.411543287327478,4_1_1,4,1
cell637,4_1,0.409033877038896,4_1_1,4,2
cell638,4_1,0.406524466750314,4_1_1,4,3
cell639,4_5,0.404522613065327,4_5,1,1
cell640,4_1,0.401505646173149,4_1_1,4,2
cell641,4_5,0.399497487437186,4_5,1,1
cell642,4_5,0.396984924623116,4_5,1,1
cell643,4_5,0.394472361809045,4_5,1,1
cell644,4_5,0.391959798994975,4_5,1,3
cell645,4_1,0.388958594730238,4_1_1,4,2
cell646,4_5,0.386934673366834,4_5,1,2
cell647,4_1,0.383939774153074,4_1_1,4,1
cell648,4_1,0.381430363864492,4_1_1,4,3
cell649,4_5,0.379396984924623,4_5,1,2
cell650,4_5,0.376884422110553,4_5,1,2
cell651,4_5,0.374371859296482,4_5,1,3
cell652,4_5,0.371859296482412,4_5,1,3
cell653,4_1,0.368883312421581,4_1_1,4,3
cell654,4_5,0.366834170854271,4_5,1,3
cell655,4_5,0.364321608040201,4_5,1,3
cell656,4_5,0.361809045226131,4_5,1,3
cell657,4_5,0.35929648241206,4_5,1,1
cell658,4_1,0.35633626097867,4_1_1,4,2
cell659,4_5,0.35427135678392,4_5,1,1
cell660,4_5,0.351758793969849,4_5,1,3
cell661,4_1,0.348808030112923,4_1_1,4,1
cell662,4_5,0.346733668341709,4_5,1,1
cell663,4_5,0.344221105527638,4_5,1,3
cell664,4_5,0.341708542713568,4_5,1,3
cell665,4_5,0.339195979899498,4_5,1,3
cell666,4_1,0.336260978670013,4_1_1,4,1
cell667,4_5,0.334170854271357,4_5,1,1
cell668,4_1,0.331242158092848,4_1_1,4,1
cell669,4_1,0.328732747804266,4_1_1,4,2
cell670,4_5,0.326633165829146,4_5,1,1
cell671,4_5,0.324120603015075,4_5,1,1
cell672,4_5,0.321608040201005,4_5,1,1
cell673,4_5,0.319095477386935,4_5,1,3
cell674,4_5,0.316582914572864,4_5,1,3
cell675,4_5,0.314070351758794,4_5,1,2
cell676,4_5,0.311557788944724,4_5,1,3
cell677,4_1,0.308657465495609,4_1_1,4,3
cell678,4_5,0.306532663316583,4_5,1,1
cell679,4_5,0.304020100502513,4_5,1,3
cell680,4_1,0.301129234629862,4_1_1,4,3
cell681,4_5,0.298994974874372,4_5,1,3
cell682,4_1,0.296110414052698,4_1_1,4,3
cell683,4_1,0.293601003764115,4_1_1,4,1
cell684,4_1,0.291091593475533,4_1_1,4,2
cell685,4_5,0.28894472361809,4_5,1,1
cell686,4_1,0.286072772898369,4_1_1,4,2
cell687,4_1,0.283563362609787,4_1_1,4,2
cell688,4_5,0.281407035175879,4_5,1,2
cell689,4_1,0.278544542032622,4_1_1,4,3
cell690,4_1,0.27603513174404,4_1_1,4,2
cell691,4_5,0.273869346733668,4_5,1,2
cell692,4_5,0.271356783919598,4_5,1,3
cell693,4_5,0.268844221105528,4_5,1,3
cell694,4_5,0.266331658291457,4_5,1,1
cell695,4_5,0.263819095477387,4_5,1,3
cell696,4_5,0.261306532663317,4_5,1,1
cell697,4_1,0.258469259723965,4_1_1,4,1
cell698,4_5,0.256281407035176,4_5,1,2
cell699,4_5,0.253768844221106,4_5,1,3
cell700,4_1,0.250941028858218,4_1_1,4,3
cell701,4_5,0.248743718592965,4_5,1,2
cell702,4_5,0.246231155778894,4_5,1,1
cell703,4_5,0.243718592964824,4_5,1,2
cell704,4_1,0.24090338770389,4_1_1,4,3
cell705,4_5,0.238693467336683,4_5,1,1
cell706,4_1,0.235884567126725,4_1_1,4,2
cell707,4_5,0.233668341708543,4_5,1,2
cell708,4_5,0.231155778894472,4_5,1,1
cell709,4_5,0.228643216080402,4_5,1,3
cell710,4_5,0.226130653266332,4_5,1,1
cell711,4_5,0.223618090452261,4_5,1,1
cell712,4_5,0.221105527638191,4_5,1,3
cell713,4_5,0.218592964824121,4_5,1,2
cell714,4_5,0.21608040201005,4_5,1,1
cell715,4_5,0.21356783919598,4_5,1,1
cell716,4_1,0.210790464240903,4_1_1,4,2
cell717,4_1,0.208281053952321,4_1_1,4,3
cell718,4_5,0.206030150753769,4_5,1,1
cell719,4_1,0.203262233375157,4_1_1,4,3
cell720,4_5,0.201005025125628,4_5,1,2
cell721,4_1,0.198243412797992,4_1_1,4,2
cell722,4_5,0.195979899497487,4_5,1,1
cell723,4_5,0.193467336683417,4_5,1,1
cell724,4_5,0.190954773869347,4_5,1,1
cell725,4_5,0.188442211055276,4_5,1,1
cell726,4_5,0.185929648241206,4_5,1,3
cell727,4_5,0.183417085427136,4_5,1,1
cell728,4_1,0.180677540777917,4_1_1,4,3
cell729,4_5,0.178391959798995,4_5,1,2
cell730,4_5,0.175879396984925,4_5,1,2
cell731,4_1,0.173149309912171,4_1_1,4,2
cell732,4_5,0.170854271356784,4_5,1,1
cell733,4_5,0.168341708542714,4_5,1,2
cell734,4_5,0.165829145728643,4_5,1,2
cell735,4_5,0.163316582914573,4_5,1,1
cell736,4_5,0.160804020100503,4_5,1,1
cell737,4_5,0.158291457286432,4_5,1,1
cell738,4_5,0.155778894472362,4_5,1,3
cell739,4_1,0.153074027603513,4_1_1,4,1
cell740,4_5,0.150753768844221,4_5,1,1
cell741,4_5,0.148241206030151,4_5,1,1
cell742,4_1,0.145545796737767,4_1_1,4,1
cell743,4_5,0.14321608040201,4_5,1,3
cell744,4_5,0.14070351758794,4_5,1,3
cell745,4_5,0.138190954773869,4_5,1,2
cell746,4_5,0.135678391959799,4_5,1,2
cell747,4_5,0.133165829145729,4_5,1,3
cell748,4_5,0.130653266331658,4_5,1,3
cell749,4_5,0.128140703517588,4_5,1,1
cell750,4_5,0.125628140703518,4_5,1,1
cell751,4_1,0.122961104140527,4_1_1,4,1
cell752,4_1,0.120451693851945,4_1_1,4,1
cell753,4_5,0.118090452261307,4_5,1,3
cell754,4_5,0.115577889447236,4_5,1,1
cell755,4_1,0.112923462986198,4_1_1,4,3
cell756,4_5,0.110552763819095,4_5,1,2
cell757,4_1,0.107904642409034,4_1_1,4,2
cell758,4_1,0.105395232120452,4_1_1,4,3
cell759,4_5,0.103015075376884,4_5,1,3
cell760,4_5,0.100502512562814,4_5,1,2
cell761,4_5,0.0979899497487437,4_5,1,1
cell762,4_1,0.095357590966123,4_1_1,4,2
cell763,4_1,0.0928481806775408,4_1_1,4,3
cell764,4_5,0.0904522613065327,4_5,1,3
cell765,4_5,0.0879396984924623,4_5,1,1
cell766,4_5,0.085427135678392,4_5,1,1
cell767,4_5,0.0829145728643216,4_5,1,2
cell768,4_1,0.0803011292346299,4_1_1,4,1
cell769,4_1,0.0777917189460477,4_1_1,4,1
cell770,4_5,0.0753768844221106,4_5,1,2
cell771,4_5,0.0728643216080402,4_5,1,1
cell772,4_1,0.0702634880803011,4_1_1,4,1
cell773,4_5,0.0678391959798995,4_5,1,1
cell774,4_5,0.0653266331658292,4_5,1,3
cell775,4_5,0.0628140703517588,4_5,1,2
cell776,4_1,0.0602258469259724,4_1_1,4,1
cell777,4_5,0.0577889447236181,4_5,1,3
cell778,4_1,0.055207026348808,4_1_1,4,2
cell779,4_5,0.0527638190954774,4_5,1,2
cell780,4_5,0.050251256281407,4_5,1,3
cell781,4_5,0.0477386934673367,4_5,1,1
cell782,4_5,0.0452261306532663,4_5,1,3
cell783,4_5,0.042713567839196,4_5,1,1
cell784,4_5,0.0402010050251256,4_5,1,1
cell785,4_5,0.0376884422110553,4_5,1,3
cell786,4_5,0.0351758793969849,4_5,1,2
cell787,4_5,0.0326633165829146,4_5,1,2
cell788,4_5,0.0301507537688442,4_5,1,3
cell789,4_5,0.0276381909547739,4_5,1,1
cell790,4_5,0.0251256281407035,4_5,1,2
cell791,4_1,0.0225846925972396,4_1_1,4,3
cell792,4_1,0.0200752823086575,4_1_1,4,1
cell793,4_5,0.0175879396984925,4_5,1,3
cell794,4_1,0.0150564617314931,4_1_1,4,2
cell795,4_1,0.0125470514429109,4_1_1,4,1
cell796,4_1,0.0100376411543287,4_1_1,4,2
cell797,4_5,0.00753768844221105,4_5,1,3
cell798,4_1,0.00501882057716437,4_1_1,4,1
cell799,4_5,0.00251256281407035,4_5,1,3
cell800,4_1,0,4_1_1,4,1
