,pop,depth,cell.type,cell.type.idx,batch
cell567,4_5,0.585427135678392,4_5,1,2
cell568,4_1,0.582183186951066,4_1_1,4,1
cell569,4_5,0.580402010050251,4_5,1,3
cell570,4_5,0.577889447236181,4_5,1,1
cell571,4_1,0.57465495608532,4_1_1,4,1
cell572,4_5,0.57286432160804,4_5,1,2
cell573,4_5,0.57035175879397,4_5,1,3
cell574,4_5,0.5678391959799,4_5,1,1
cell575,4_5,0.565326633165829,4_5,1,3
cell576,4_5,0.562814070351759,4_5,1,1
cell577,4_5,0.560301507537688,4_5,1,1
cell578,4_5,0.557788944723618,4_5,1,2
cell579,4_5,0.555276381909548,4_5,1,3
cell580,4_1,0.55207026348808,4_1_1,4,3
cell581,4_5,0.550251256281407,4_5,1,2
cell582,4_5,0.547738693467337,4_5,1,1
cell583,4_1,0.544542032622334,4_1_1,4,2
cell584,4_5,0.542713567839196,4_5,1,2
cell585,4_5,0.540201005025126,4_5,1,1
cell586,4_5,0.537688442211055,4_5,1,1
cell587,4_5,0.535175879396985,4_5,1,2
cell588,4_5,0.532663316582915,4_5,1,3
cell589,4_5,0.530150753768844,4_5,1,2
cell590,4_5,0.527638190954774,4_5,1,1
cell591,4_5,0.525125628140704,4_5,1,2
cell592,4_5,0.522613065326633,4_5,1,3
cell593,4_5,0.520100502512563,4_5,1,2
cell594,4_5,0.517587939698492,4_5,1,3
cell595,4_1,0.514429109159347,4_1_1,4,3
cell596,4_5,0.512562814070352,4_5,1,2
cell597,4_5,0.510050251256281,4_5,1,2
cell598,4_5,0.507537688442211,4_5,1,2
cell599,4_5,0.505025125628141,4_5,1,2
cell600,4_1,0.501882057716437,4_1_1,4,3
cell601,4_5,0.5,4_5,1,3
cell602,4_1,0.496863237139272,4_1_1,4,1
cell603,4_1,0.49435382685069,4_1_1,4,2
cell604,4_5,0.492462311557789,4_5,1,1
cell605,4_5,0.489949748743719,4_5,1,1
cell606,4_5,0.487437185929648,4_5,1,3
cell607,4_5,0.484924623115578,4_5,1,3
cell608,4_1,0.481806775407779,4_1_1,4,1
cell609,4_5,0.479899497487437,4_5,1,1
cell610,4_1,0.476787954830615,4_1_1,4,2
cell611,4_5,0.474874371859296,4_5,1,1
cell612,4_1,0.47176913425345,4_1_1,4,2
cell613,4_1,0.469259723964868,4_1_1,4,1
cell614,4_5,0.467336683417085,4_5,1,1
cell615,4_1,0.464240903387704,4_1_1,4,2
cell616,4_5,0.462311557788945,4_5,1,1
cell617,4_5,0.459798994974874,4_5,1,1
cell618,4_5,0.457286432160804,4_5,1,1
cell619,4_5,0.454773869346734,4_5,1,1
cell620,4_1,0.451693851944793,4_1_1,4,2
cell621,4_5,0.449748743718593,4_5,1,3
cell622,4_1,0.446675031367629,4_1_1,4,1
cell623,4_5,0.444723618090452,4_5,1,1
cell624,4_1,0.441656210790464,4_1_1,4,2
cell625,4_5,0.439698492462312,4_5,1,2
cell626,4_5,0.437185929648241,4_5,1,2
cell627,4_5,0.434673366834171,4_5,1,1
cell628,4_5,0.4321608040201,4_5,1,2
cell629,4_5,0.42964824120603,4_5,1,3
cell630,4_1,0.426599749058971,4_1_1,4,3
cell631,4_1,0.424090338770389,4_1_1,4,3
cell632,4_5,0.422110552763819,4_5,1,3
cell633,4_5,0.419597989949749,4_5,1,3
cell634,4_5,0.417085427135678,4_5,1,3
cell635,4_5,0.414572864321608,4_5,1,3
cell636,4_5,0.412060301507538,4_5,1,3
cell637,4_5,0.409547738693467,4_5,1,2
cell638,4_5,0.407035175879397,4_5,1,2
cell639,4_5,0.404522613065327,4_5,1,2
cell640,4_5,0.402010050251256,4_5,1,3
cell641,4_5,0.399497487437186,4_5,1,3
cell642,4_1,0.396486825595985,4_1_1,4,2
cell643,4_5,0.394472361809045,4_5,1,3
cell644,4_5,0.391959798994975,4_5,1,1
cell645,4_1,0.388958594730238,4_1_1,4,1
cell646,4_5,0.386934673366834,4_5,1,3
cell647,4_1,0.383939774153074,4_1_1,4,2
cell648,4_5,0.381909547738693,4_5,1,3
cell649,4_5,0.379396984924623,4_5,1,2
cell650,4_5,0.376884422110553,4_5,1,1
cell651,4_5,0.374371859296482,4_5,1,1
cell652,4_1,0.371392722710163,4_1_1,4,1
cell653,4_1,0.368883312421581,4_1_1,4,2
cell654,4_5,0.366834170854271,4_5,1,1
cell655,4_5,0.364321608040201,4_5,1,3
cell656,4_5,0.361809045226131,4_5,1,3
cell657,4_5,0.35929648241206,4_5,1,1
cell658,4_5,0.35678391959799,4_5,1,2
cell659,4_5,0.35427135678392,4_5,1,3
cell660,4_5,0.351758793969849,4_5,1,1
cell661,4_5,0.349246231155779,4_5,1,2
cell662,4_5,0.346733668341709,4_5,1,3
cell663,4_5,0.344221105527638,4_5,1,3
cell664,4_5,0.341708542713568,4_5,1,2
cell665,4_5,0.339195979899498,4_5,1,3
cell666,4_5,0.336683417085427,4_5,1,3
cell667,4_1,0.33375156838143,4_1_1,4,3
cell668,4_5,0.331658291457286,4_5,1,3
cell669,4_5,0.329145728643216,4_5,1,3
cell670,4_5,0.326633165829146,4_5,1,1
cell671,4_5,0.324120603015075,4_5,1,1
cell672,4_5,0.321608040201005,4_5,1,2
cell673,4_1,0.318695106649937,4_1_1,4,2
cell674,4_5,0.316582914572864,4_5,1,2
cell675,4_5,0.314070351758794,4_5,1,2
cell676,4_5,0.311557788944724,4_5,1,2
cell677,4_5,0.309045226130653,4_5,1,3
cell678,4_1,0.306148055207026,4_1_1,4,2
cell679,4_1,0.303638644918444,4_1_1,4,2
cell680,4_5,0.301507537688442,4_5,1,2
cell681,4_1,0.29861982434128,4_1_1,4,1
cell682,4_1,0.296110414052698,4_1_1,4,3
cell683,4_5,0.293969849246231,4_5,1,1
cell684,4_1,0.291091593475533,4_1_1,4,3
cell685,4_5,0.28894472361809,4_5,1,2
cell686,4_5,0.28643216080402,4_5,1,3
cell687,4_5,0.28391959798995,4_5,1,3
cell688,4_5,0.281407035175879,4_5,1,1
cell689,4_5,0.278894472361809,4_5,1,2
cell690,4_5,0.276381909547739,4_5,1,3
cell691,4_1,0.273525721455458,4_1_1,4,3
cell692,4_5,0.271356783919598,4_5,1,2
cell693,4_1,0.268506900878294,4_1_1,4,2
cell694,4_1,0.265997490589711,4_1_1,4,3
cell695,4_1,0.263488080301129,4_1_1,4,2
cell696,4_5,0.261306532663317,4_5,1,2
cell697,4_5,0.258793969849246,4_5,1,3
cell698,4_5,0.256281407035176,4_5,1,3
cell699,4_1,0.2534504391468,4_1_1,4,1
cell700,4_1,0.250941028858218,4_1_1,4,1
cell701,4_1,0.248431618569636,4_1_1,4,1
cell702,4_5,0.246231155778894,4_5,1,3
cell703,4_1,0.243412797992472,4_1_1,4,3
cell704,4_5,0.241206030150754,4_5,1,1
cell705,4_5,0.238693467336683,4_5,1,3
cell706,4_5,0.236180904522613,4_5,1,3
cell707,4_5,0.233668341708543,4_5,1,1
cell708,4_5,0.231155778894472,4_5,1,2
cell709,4_1,0.228356336260979,4_1_1,4,2
cell710,4_5,0.226130653266332,4_5,1,2
cell711,4_5,0.223618090452261,4_5,1,1
cell712,4_1,0.220828105395232,4_1_1,4,3
cell713,4_1,0.21831869510665,4_1_1,4,1
cell714,4_5,0.21608040201005,4_5,1,2
cell715,4_1,0.213299874529486,4_1_1,4,3
cell716,4_5,0.21105527638191,4_5,1,2
cell717,4_1,0.208281053952321,4_1_1,4,3
cell718,4_5,0.206030150753769,4_5,1,2
cell719,4_5,0.203517587939698,4_5,1,3
cell720,4_1,0.200752823086575,4_1_1,4,1
cell721,4_5,0.198492462311558,4_5,1,1
cell722,4_5,0.195979899497487,4_5,1,2
cell723,4_1,0.193224592220828,4_1_1,4,2
cell724,4_1,0.190715181932246,4_1_1,4,2
cell725,4_1,0.188205771643664,4_1_1,4,2
cell726,4_1,0.185696361355082,4_1_1,4,2
cell727,4_1,0.183186951066499,4_1_1,4,2
cell728,4_5,0.180904522613065,4_5,1,2
cell729,4_5,0.178391959798995,4_5,1,3
cell730,4_5,0.175879396984925,4_5,1,1
cell731,4_5,0.173366834170854,4_5,1,3
cell732,4_5,0.170854271356784,4_5,1,3
cell733,4_5,0.168341708542714,4_5,1,2
cell734,4_5,0.165829145728643,4_5,1,3
cell735,4_1,0.163111668757842,4_1_1,4,3
cell736,4_1,0.16060225846926,4_1_1,4,3
cell737,4_1,0.158092848180678,4_1_1,4,1
cell738,4_5,0.155778894472362,4_5,1,3
cell739,4_5,0.153266331658291,4_5,1,3
cell740,4_5,0.150753768844221,4_5,1,2
cell741,4_5,0.148241206030151,4_5,1,2
cell742,4_1,0.145545796737767,4_1_1,4,1
cell743,4_5,0.14321608040201,4_5,1,2
cell744,4_1,0.140526976160602,4_1_1,4,1
cell745,4_5,0.138190954773869,4_5,1,2
cell746,4_1,0.135508155583438,4_1_1,4,3
cell747,4_1,0.132998745294856,4_1_1,4,2
cell748,4_5,0.130653266331658,4_5,1,2
cell749,4_5,0.128140703517588,4_5,1,1
cell750,4_5,0.125628140703518,4_5,1,2
cell751,4_5,0.123115577889447,4_5,1,3
cell752,4_5,0.120603015075377,4_5,1,1
cell753,4_1,0.117942283563363,4_1_1,4,3
cell754,4_5,0.115577889447236,4_5,1,2
cell755,4_5,0.113065326633166,4_5,1,2
cell756,4_1,0.110414052697616,4_1_1,4,3
cell757,4_5,0.108040201005025,4_5,1,2
cell758,4_5,0.105527638190955,4_5,1,3
cell759,4_5,0.103015075376884,4_5,1,3
cell760,4_5,0.100502512562814,4_5,1,2
cell761,4_5,0.0979899497487437,4_5,1,3
cell762,4_5,0.0954773869346734,4_5,1,3
cell763,4_1,0.0928481806775408,4_1_1,4,1
cell764,4_1,0.0903387703889586,4_1_1,4,1
cell765,4_5,0.0879396984924623,4_5,1,1
cell766,4_5,0.085427135678392,4_5,1,3
cell767,4_1,0.082810539523212,4_1_1,4,1
cell768,4_5,0.0804020100502513,4_5,1,3
cell769,4_5,0.0778894472361809,4_5,1,3
cell770,4_5,0.0753768844221106,4_5,1,2
cell771,4_1,0.0727728983688833,4_1_1,4,2
cell772,4_1,0.0702634880803011,4_1_1,4,2
cell773,4_5,0.0678391959798995,4_5,1,1
cell774,4_5,0.0653266331658292,4_5,1,3
cell775,4_5,0.0628140703517588,4_5,1,3
cell776,4_1,0.0602258469259724,4_1_1,4,1
cell777,4_5,0.0577889447236181,4_5,1,3
cell778,4_5,0.0552763819095477,4_5,1,2
cell779,4_5,0.0527638190954774,4_5,1,3
cell780,4_1,0.0501882057716437,4_1_1,4,1
cell781,4_1,0.0476787954830615,4_1_1,4,2
cell782,4_5,0.0452261306532663,4_5,1,3
cell783,4_1,0.0426599749058971,4_1_1,4,1
cell784,4_5,0.0402010050251256,4_5,1,1
cell785,4_5,0.0376884422110553,4_5,1,3
cell786,4_1,0.0351317440401506,4_1_1,4,2
cell787,4_1,0.0326223337515684,4_1_1,4,3
cell788,4_5,0.0301507537688442,4_5,1,2
cell789,4_5,0.0276381909547739,4_5,1,2
cell790,4_5,0.0251256281407035,4_5,1,1
cell791,4_5,0.0226130653266332,4_5,1,3
cell792,4_1,0.0200752823086575,4_1_1,4,3
cell793,4_1,0.0175658720200753,4_1_1,4,1
cell794,4_1,0.0150564617314931,4_1_1,4,3
cell795,4_5,0.0125628140703518,4_5,1,1
cell796,4_5,0.0100502512562814,4_5,1,1
cell797,4_5,0.00753768844221105,4_5,1,3
cell798,4_5,0.0050251256281407,4_5,1,2
cell799,4_5,0.00251256281407035,4_5,1,2
cell800,4_5,0,4_5,1,1
