,pop,depth,cell.type,cell.type.idx,batch
cell567,4_5,0.585427135678392,4_5,1,2
cell568,4_5,0.582914572864322,4_5,1,1
cell569,4_5,0.580402010050251,4_5,1,2
cell570,4_5,0.577889447236181,4_5,1,1
cell571,4_5,0.575376884422111,4_5,1,2
cell572,4_5,0.57286432160804,4_5,1,3
cell573,4_5,0.57035175879397,4_5,1,1
cell574,4_5,0.5678391959799,4_5,1,3
cell575,4_5,0.565326633165829,4_5,1,3
cell576,4_1,0.562107904642409,4_1_1,4,3
cell577,4_5,0.560301507537688,4_5,1,2
cell578,4_5,0.557788944723618,4_5,1,1
cell579,4_5,0.555276381909548,4_5,1,1
cell580,4_1,0.55207026348808,4_1_1,4,3
cell581,4_5,0.550251256281407,4_5,1,2
cell582,4_5,0.547738693467337,4_5,1,1
cell583,4_1,0.544542032622334,4_1_1,4,2
cell584,4_5,0.542713567839196,4_5,1,1
cell585,4_5,0.540201005025126,4_5,1,3
cell586,4_1,0.537013801756587,4_1_1,4,1
cell587,4_5,0.535175879396985,4_5,1,2
cell588,4_5,0.532663316582915,4_5,1,2
cell589,4_5,0.530150753768844,4_5,1,3
cell590,4_1,0.526976160602258,4_1_1,4,2
cell591,4_5,0.525125628140704,4_5,1,2
cell592,4_5,0.522613065326633,4_5,1,2
cell593,4_5,0.520100502512563,4_5,1,2
cell594,4_5,0.517587939698492,4_5,1,3
cell595,4_5,0.515075376884422,4_5,1,3
cell596,4_1,0.511919698870765,4_1_1,4,2
cell597,4_5,0.510050251256281,4_5,1,2
cell598,4_1,0.506900878293601,4_1_1,4,3
cell599,4_5,0.505025125628141,4_5,1,3
cell600,4_1,0.501882057716437,4_1_1,4,1
cell601,4_5,0.5,4_5,1,3
cell602,4_5,0.49748743718593,4_5,1,2
cell603,4_5,0.494974874371859,4_5,1,2
cell604,4_5,0.492462311557789,4_5,1,1
cell605,4_5,0.489949748743719,4_5,1,2
cell606,4_5,0.487437185929648,4_5,1,1
cell607,4_1,0.484316185696361,4_1_1,4,1
cell608,4_1,0.481806775407779,4_1_1,4,1
cell609,4_5,0.479899497487437,4_5,1,1
cell610,4_1,0.476787954830615,4_1_1,4,2
cell611,4_5,0.474874371859296,4_5,1,1
cell612,4_5,0.472361809045226,4_5,1,2
cell613,4_5,0.469849246231156,4_5,1,3
cell614,4_1,0.466750313676286,4_1_1,4,3
cell615,4_5,0.464824120603015,4_5,1,2
cell616,4_1,0.461731493099122,4_1_1,4,3
cell617,4_1,0.45922208281054,4_1_1,4,1
cell618,4_1,0.456712672521957,4_1_1,4,3
cell619,4_5,0.454773869346734,4_5,1,1
cell620,4_5,0.452261306532663,4_5,1,2
cell621,4_1,0.449184441656211,4_1_1,4,1
cell622,4_5,0.447236180904523,4_5,1,3
cell623,4_1,0.444165621079046,4_1_1,4,2
cell624,4_5,0.442211055276382,4_5,1,2
cell625,4_5,0.439698492462312,4_5,1,2
cell626,4_5,0.437185929648241,4_5,1,3
cell627,4_1,0.434127979924718,4_1_1,4,1
cell628,4_5,0.4321608040201,4_5,1,1
cell629,4_5,0.42964824120603,4_5,1,1
cell630,4_5,0.42713567839196,4_5,1,2
cell631,4_5,0.424623115577889,4_5,1,1
cell632,4_5,0.422110552763819,4_5,1,3
cell633,4_5,0.419597989949749,4_5,1,1
cell634,4_5,0.417085427135678,4_5,1,3
cell635,4_1,0.41405269761606,4_1_1,4,1
cell636,4_5,0.412060301507538,4_5,1,3
cell637,4_1,0.409033877038896,4_1_1,4,1
cell638,4_1,0.406524466750314,4_1_1,4,2
cell639,4_1,0.404015056461731,4_1_1,4,2
cell640,4_1,0.401505646173149,4_1_1,4,3
cell641,4_5,0.399497487437186,4_5,1,3
cell642,4_5,0.396984924623116,4_5,1,2
cell643,4_5,0.394472361809045,4_5,1,1
cell644,4_1,0.391468005018821,4_1_1,4,3
cell645,4_5,0.389447236180905,4_5,1,1
cell646,4_1,0.386449184441656,4_1_1,4,2
cell647,4_1,0.383939774153074,4_1_1,4,2
cell648,4_1,0.381430363864492,4_1_1,4,3
cell649,4_5,0.379396984924623,4_5,1,1
cell650,4_5,0.376884422110553,4_5,1,2
cell651,4_1,0.373902132998745,4_1_1,4,1
cell652,4_1,0.371392722710163,4_1_1,4,3
cell653,4_1,0.368883312421581,4_1_1,4,3
cell654,4_5,0.366834170854271,4_5,1,3
cell655,4_5,0.364321608040201,4_5,1,3
cell656,4_5,0.361809045226131,4_5,1,2
cell657,4_5,0.35929648241206,4_5,1,2
cell658,4_5,0.35678391959799,4_5,1,2
cell659,4_5,0.35427135678392,4_5,1,2
cell660,4_1,0.351317440401506,4_1_1,4,2
cell661,4_5,0.349246231155779,4_5,1,1
cell662,4_1,0.346298619824341,4_1_1,4,2
cell663,4_5,0.344221105527638,4_5,1,1
cell664,4_1,0.341279799247177,4_1_1,4,2
cell665,4_5,0.339195979899498,4_5,1,2
cell666,4_1,0.336260978670013,4_1_1,4,3
cell667,4_1,0.33375156838143,4_1_1,4,1
cell668,4_5,0.331658291457286,4_5,1,3
cell669,4_1,0.328732747804266,4_1_1,4,3
cell670,4_5,0.326633165829146,4_5,1,1
cell671,4_1,0.323713927227102,4_1_1,4,3
cell672,4_5,0.321608040201005,4_5,1,2
cell673,4_5,0.319095477386935,4_5,1,1
cell674,4_5,0.316582914572864,4_5,1,1
cell675,4_5,0.314070351758794,4_5,1,1
cell676,4_5,0.311557788944724,4_5,1,3
cell677,4_1,0.308657465495609,4_1_1,4,3
cell678,4_1,0.306148055207026,4_1_1,4,2
cell679,4_5,0.304020100502513,4_5,1,3
cell680,4_1,0.301129234629862,4_1_1,4,3
cell681,4_1,0.29861982434128,4_1_1,4,2
cell682,4_1,0.296110414052698,4_1_1,4,3
cell683,4_1,0.293601003764115,4_1_1,4,3
cell684,4_5,0.291457286432161,4_5,1,3
cell685,4_5,0.28894472361809,4_5,1,2
cell686,4_5,0.28643216080402,4_5,1,3
cell687,4_5,0.28391959798995,4_5,1,1
cell688,4_5,0.281407035175879,4_5,1,3
cell689,4_5,0.278894472361809,4_5,1,1
cell690,4_1,0.27603513174404,4_1_1,4,1
cell691,4_5,0.273869346733668,4_5,1,2
cell692,4_1,0.271016311166876,4_1_1,4,3
cell693,4_5,0.268844221105528,4_5,1,3
cell694,4_5,0.266331658291457,4_5,1,3
cell695,4_1,0.263488080301129,4_1_1,4,2
cell696,4_5,0.261306532663317,4_5,1,3
cell697,4_1,0.258469259723965,4_1_1,4,2
cell698,4_5,0.256281407035176,4_5,1,2
cell699,4_1,0.2534504391468,4_1_1,4,2
cell700,4_5,0.251256281407035,4_5,1,3
cell701,4_5,0.248743718592965,4_5,1,1
cell702,4_5,0.246231155778894,4_5,1,1
cell703,4_5,0.243718592964824,4_5,1,3
cell704,4_5,0.241206030150754,4_5,1,1
cell705,4_1,0.238393977415307,4_1_1,4,2
cell706,4_5,0.236180904522613,4_5,1,2
cell707,4_5,0.233668341708543,4_5,1,2
cell708,4_5,0.231155778894472,4_5,1,2
cell709,4_5,0.228643216080402,4_5,1,2
cell710,4_5,0.226130653266332,4_5,1,2
cell711,4_5,0.223618090452261,4_5,1,3
cell712,4_5,0.221105527638191,4_5,1,1
cell713,4_1,0.21831869510665,4_1_1,4,2
cell714,4_5,0.21608040201005,4_5,1,1
cell715,4_5,0.21356783919598,4_5,1,3
cell716,4_5,0.21105527638191,4_5,1,3
cell717,4_1,0.208281053952321,4_1_1,4,2
cell718,4_5,0.206030150753769,4_5,1,2
cell719,4_5,0.203517587939698,4_5,1,2
cell720,4_1,0.200752823086575,4_1_1,4,1
cell721,4_5,0.198492462311558,4_5,1,3
cell722,4_5,0.195979899497487,4_5,1,2
cell723,4_5,0.193467336683417,4_5,1,2
cell724,4_1,0.190715181932246,4_1_1,4,1
cell725,4_5,0.188442211055276,4_5,1,2
cell726,4_5,0.185929648241206,4_5,1,2
cell727,4_1,0.183186951066499,4_1_1,4,3
cell728,4_5,0.180904522613065,4_5,1,2
cell729,4_1,0.178168130489335,4_1_1,4,2
cell730,4_5,0.175879396984925,4_5,1,2
cell731,4_5,0.173366834170854,4_5,1,2
cell732,4_5,0.170854271356784,4_5,1,3
cell733,4_1,0.168130489335006,4_1_1,4,2
cell734,4_5,0.165829145728643,4_5,1,3
cell735,4_5,0.163316582914573,4_5,1,2
cell736,4_5,0.160804020100503,4_5,1,1
cell737,4_1,0.158092848180678,4_1_1,4,1
cell738,4_1,0.155583437892095,4_1_1,4,3
cell739,4_5,0.153266331658291,4_5,1,3
cell740,4_5,0.150753768844221,4_5,1,2
cell741,4_5,0.148241206030151,4_5,1,2
cell742,4_1,0.145545796737767,4_1_1,4,1
cell743,4_1,0.143036386449184,4_1_1,4,2
cell744,4_5,0.14070351758794,4_5,1,2
cell745,4_1,0.13801756587202,4_1_1,4,3
cell746,4_5,0.135678391959799,4_5,1,2
cell747,4_1,0.132998745294856,4_1_1,4,3
cell748,4_1,0.130489335006274,4_1_1,4,2
cell749,4_5,0.128140703517588,4_5,1,2
cell750,4_1,0.125470514429109,4_1_1,4,2
cell751,4_5,0.123115577889447,4_5,1,1
cell752,4_5,0.120603015075377,4_5,1,2
cell753,4_1,0.117942283563363,4_1_1,4,2
cell754,4_5,0.115577889447236,4_5,1,1
cell755,4_5,0.113065326633166,4_5,1,2
cell756,4_5,0.110552763819095,4_5,1,2
cell757,4_5,0.108040201005025,4_5,1,3
cell758,4_1,0.105395232120452,4_1_1,4,2
cell759,4_5,0.103015075376884,4_5,1,3
cell760,4_1,0.100376411543287,4_1_1,4,3
cell761,4_5,0.0979899497487437,4_5,1,3
cell762,4_1,0.095357590966123,4_1_1,4,2
cell763,4_5,0.092964824120603,4_5,1,3
cell764,4_5,0.0904522613065327,4_5,1,3
cell765,4_5,0.0879396984924623,4_5,1,1
cell766,4_5,0.085427135678392,4_5,1,2
cell767,4_5,0.0829145728643216,4_5,1,1
cell768,4_5,0.0804020100502513,4_5,1,1
cell769,4_5,0.0778894472361809,4_5,1,1
cell770,4_5,0.0753768844221106,4_5,1,1
cell771,4_5,0.0728643216080402,4_5,1,2
cell772,4_1,0.0702634880803011,4_1_1,4,2
cell773,4_5,0.0678391959798995,4_5,1,3
cell774,4_5,0.0653266331658292,4_5,1,3
cell775,4_5,0.0628140703517588,4_5,1,2
cell776,4_1,0.0602258469259724,4_1_1,4,1
cell777,4_1,0.0577164366373902,4_1_1,4,2
cell778,4_5,0.0552763819095477,4_5,1,1
cell779,4_5,0.0527638190954774,4_5,1,1
cell780,4_5,0.050251256281407,4_5,1,3
cell781,4_5,0.0477386934673367,4_5,1,3
cell782,4_1,0.0451693851944793,4_1_1,4,3
cell783,4_5,0.042713567839196,4_5,1,2
cell784,4_5,0.0402010050251256,4_5,1,2
cell785,4_5,0.0376884422110553,4_5,1,2
cell786,4_5,0.0351758793969849,4_5,1,3
cell787,4_5,0.0326633165829146,4_5,1,1
cell788,4_5,0.0301507537688442,4_5,1,1
cell789,4_1,0.027603513174404,4_1_1,4,3
cell790,4_1,0.0250941028858218,4_1_1,4,2
cell791,4_1,0.0225846925972396,4_1_1,4,1
cell792,4_5,0.0201005025125628,4_5,1,1
cell793,4_1,0.0175658720200753,4_1_1,4,3
cell794,4_5,0.0150753768844221,4_5,1,1
cell795,4_5,0.0125628140703518,4_5,1,1
cell796,4_5,0.0100502512562814,4_5,1,1
cell797,4_5,0.00753768844221105,4_5,1,1
cell798,4_1,0.00501882057716437,4_1_1,4,1
cell799,4_1,0.00250941028858218,4_1_1,4,1
cell800,4_5,0,4_5,1,3
