,pop,depth,cell.type,cell.type.idx,batch
cell567,4_5,0.585427135678392,4_5,1,3
cell568,4_5,0.582914572864322,4_5,1,2
cell569,4_1,0.579673776662484,4_1_1,4,1
cell570,4_5,0.577889447236181,4_5,1,3
cell571,4_1,0.57465495608532,4_1_1,4,2
cell572,4_1,0.572145545796738,4_1_1,4,3
cell573,4_1,0.569636135508156,4_1_1,4,3
cell574,4_5,0.5678391959799,4_5,1,3
cell575,4_5,0.565326633165829,4_5,1,2
cell576,4_5,0.562814070351759,4_5,1,1
cell577,4_5,0.560301507537688,4_5,1,1
cell578,4_5,0.557788944723618,4_5,1,2
cell579,4_5,0.555276381909548,4_5,1,3
cell580,4_5,0.552763819095477,4_5,1,3
cell581,4_5,0.550251256281407,4_5,1,1
cell582,4_5,0.547738693467337,4_5,1,2
cell583,4_5,0.545226130653266,4_5,1,3
cell584,4_1,0.542032622333751,4_1_1,4,3
cell585,4_5,0.540201005025126,4_5,1,1
cell586,4_1,0.537013801756587,4_1_1,4,2
cell587,4_5,0.535175879396985,4_5,1,1
cell588,4_1,0.531994981179423,4_1_1,4,3
cell589,4_5,0.530150753768844,4_5,1,2
cell590,4_5,0.527638190954774,4_5,1,1
cell591,4_5,0.525125628140704,4_5,1,3
cell592,4_5,0.522613065326633,4_5,1,2
cell593,4_5,0.520100502512563,4_5,1,3
cell594,4_1,0.51693851944793,4_1_1,4,3
cell595,4_1,0.514429109159347,4_1_1,4,1
cell596,4_1,0.511919698870765,4_1_1,4,2
cell597,4_1,0.509410288582183,4_1_1,4,2
cell598,4_5,0.507537688442211,4_5,1,1
cell599,4_1,0.504391468005019,4_1_1,4,2
cell600,4_5,0.50251256281407,4_5,1,2
cell601,4_1,0.499372647427854,4_1_1,4,1
cell602,4_5,0.49748743718593,4_5,1,1
cell603,4_1,0.49435382685069,4_1_1,4,3
cell604,4_5,0.492462311557789,4_5,1,1
cell605,4_5,0.489949748743719,4_5,1,1
cell606,4_5,0.487437185929648,4_5,1,1
cell607,4_5,0.484924623115578,4_5,1,3
cell608,4_5,0.482412060301508,4_5,1,3
cell609,4_1,0.479297365119197,4_1_1,4,3
cell610,4_5,0.477386934673367,4_5,1,1
cell611,4_5,0.474874371859296,4_5,1,2
cell612,4_1,0.47176913425345,4_1_1,4,3
cell613,4_5,0.469849246231156,4_5,1,2
cell614,4_5,0.467336683417085,4_5,1,2
cell615,4_5,0.464824120603015,4_5,1,2
cell616,4_1,0.461731493099122,4_1_1,4,1
cell617,4_5,0.459798994974874,4_5,1,2
cell618,4_1,0.456712672521957,4_1_1,4,2
cell619,4_5,0.454773869346734,4_5,1,3
cell620,4_1,0.451693851944793,4_1_1,4,3
cell621,4_5,0.449748743718593,4_5,1,3
cell622,4_1,0.446675031367629,4_1_1,4,3
cell623,4_5,0.444723618090452,4_5,1,1
cell624,4_5,0.442211055276382,4_5,1,3
cell625,4_5,0.439698492462312,4_5,1,1
cell626,4_5,0.437185929648241,4_5,1,1
cell627,4_5,0.434673366834171,4_5,1,1
cell628,4_1,0.431618569636135,4_1_1,4,2
cell629,4_1,0.429109159347553,4_1_1,4,1
cell630,4_5,0.42713567839196,4_5,1,1
cell631,4_5,0.424623115577889,4_5,1,2
cell632,4_1,0.421580928481807,4_1_1,4,3
cell633,4_5,0.419597989949749,4_5,1,1
cell634,4_1,0.416562107904642,4_1_1,4,2
cell635,4_1,0.41405269761606,4_1_1,4,3
cell636,4_5,0.412060301507538,4_5,1,2
cell637,4_5,0.409547738693467,4_5,1,3
cell638,4_5,0.407035175879397,4_5,1,2
cell639,4_5,0.404522613065327,4_5,1,1
cell640,4_5,0.402010050251256,4_5,1,2
cell641,4_5,0.399497487437186,4_5,1,3
cell642,4_5,0.396984924623116,4_5,1,1
cell643,4_5,0.394472361809045,4_5,1,2
cell644,4_5,0.391959798994975,4_5,1,3
cell645,4_1,0.388958594730238,4_1_1,4,2
cell646,4_5,0.386934673366834,4_5,1,2
cell647,4_1,0.383939774153074,4_1_1,4,2
cell648,4_5,0.381909547738693,4_5,1,1
cell649,4_1,0.37892095357591,4_1_1,4,2
cell650,4_1,0.376411543287327,4_1_1,4,3
cell651,4_5,0.374371859296482,4_5,1,2
cell652,4_5,0.371859296482412,4_5,1,1
cell653,4_5,0.369346733668342,4_5,1,3
cell654,4_5,0.366834170854271,4_5,1,2
cell655,4_5,0.364321608040201,4_5,1,2
cell656,4_1,0.361355081555834,4_1_1,4,3
cell657,4_5,0.35929648241206,4_5,1,1
cell658,4_5,0.35678391959799,4_5,1,1
cell659,4_5,0.35427135678392,4_5,1,1
cell660,4_5,0.351758793969849,4_5,1,1
cell661,4_1,0.348808030112923,4_1_1,4,2
cell662,4_5,0.346733668341709,4_5,1,3
cell663,4_1,0.343789209535759,4_1_1,4,1
cell664,4_1,0.341279799247177,4_1_1,4,2
cell665,4_1,0.338770388958595,4_1_1,4,2
cell666,4_5,0.336683417085427,4_5,1,2
cell667,4_5,0.334170854271357,4_5,1,3
cell668,4_5,0.331658291457286,4_5,1,1
cell669,4_5,0.329145728643216,4_5,1,1
cell670,4_1,0.326223337515684,4_1_1,4,2
cell671,4_5,0.324120603015075,4_5,1,3
cell672,4_5,0.321608040201005,4_5,1,2
cell673,4_5,0.319095477386935,4_5,1,2
cell674,4_1,0.316185696361355,4_1_1,4,3
cell675,4_5,0.314070351758794,4_5,1,1
cell676,4_1,0.311166875784191,4_1_1,4,2
cell677,4_1,0.308657465495609,4_1_1,4,2
cell678,4_5,0.306532663316583,4_5,1,2
cell679,4_1,0.303638644918444,4_1_1,4,1
cell680,4_5,0.301507537688442,4_5,1,2
cell681,4_5,0.298994974874372,4_5,1,2
cell682,4_5,0.296482412060302,4_5,1,1
cell683,4_5,0.293969849246231,4_5,1,1
cell684,4_5,0.291457286432161,4_5,1,1
cell685,4_5,0.28894472361809,4_5,1,3
cell686,4_1,0.286072772898369,4_1_1,4,2
cell687,4_5,0.28391959798995,4_5,1,3
cell688,4_1,0.281053952321205,4_1_1,4,3
cell689,4_5,0.278894472361809,4_5,1,3
cell690,4_1,0.27603513174404,4_1_1,4,2
cell691,4_5,0.273869346733668,4_5,1,3
cell692,4_5,0.271356783919598,4_5,1,2
cell693,4_1,0.268506900878294,4_1_1,4,1
cell694,4_5,0.266331658291457,4_5,1,3
cell695,4_5,0.263819095477387,4_5,1,2
cell696,4_5,0.261306532663317,4_5,1,3
cell697,4_1,0.258469259723965,4_1_1,4,2
cell698,4_5,0.256281407035176,4_5,1,2
cell699,4_1,0.2534504391468,4_1_1,4,1
cell700,4_5,0.251256281407035,4_5,1,1
cell701,4_5,0.248743718592965,4_5,1,1
cell702,4_5,0.246231155778894,4_5,1,1
cell703,4_1,0.243412797992472,4_1_1,4,1
cell704,4_5,0.241206030150754,4_5,1,2
cell705,4_5,0.238693467336683,4_5,1,2
cell706,4_1,0.235884567126725,4_1_1,4,3
cell707,4_5,0.233668341708543,4_5,1,2
cell708,4_5,0.231155778894472,4_5,1,3
cell709,4_1,0.228356336260979,4_1_1,4,3
cell710,4_5,0.226130653266332,4_5,1,2
cell711,4_1,0.223337515683814,4_1_1,4,3
cell712,4_1,0.220828105395232,4_1_1,4,1
cell713,4_1,0.21831869510665,4_1_1,4,1
cell714,4_5,0.21608040201005,4_5,1,1
cell715,4_1,0.213299874529486,4_1_1,4,2
cell716,4_1,0.210790464240903,4_1_1,4,1
cell717,4_5,0.208542713567839,4_5,1,2
cell718,4_5,0.206030150753769,4_5,1,3
cell719,4_5,0.203517587939698,4_5,1,3
cell720,4_5,0.201005025125628,4_5,1,3
cell721,4_5,0.198492462311558,4_5,1,1
cell722,4_5,0.195979899497487,4_5,1,2
cell723,4_5,0.193467336683417,4_5,1,3
cell724,4_5,0.190954773869347,4_5,1,3
cell725,4_1,0.188205771643664,4_1_1,4,2
cell726,4_1,0.185696361355082,4_1_1,4,2
cell727,4_1,0.183186951066499,4_1_1,4,2
cell728,4_5,0.180904522613065,4_5,1,3
cell729,4_5,0.178391959798995,4_5,1,2
cell730,4_5,0.175879396984925,4_5,1,1
cell731,4_1,0.173149309912171,4_1_1,4,1
cell732,4_5,0.170854271356784,4_5,1,2
cell733,4_1,0.168130489335006,4_1_1,4,3
cell734,4_5,0.165829145728643,4_5,1,2
cell735,4_1,0.163111668757842,4_1_1,4,2
cell736,4_1,0.16060225846926,4_1_1,4,3
cell737,4_5,0.158291457286432,4_5,1,1
cell738,4_5,0.155778894472362,4_5,1,3
cell739,4_1,0.153074027603513,4_1_1,4,2
cell740,4_1,0.150564617314931,4_1_1,4,3
cell741,4_1,0.148055207026349,4_1_1,4,2
cell742,4_5,0.14572864321608,4_5,1,2
cell743,4_5,0.14321608040201,4_5,1,2
cell744,4_5,0.14070351758794,4_5,1,1
cell745,4_1,0.13801756587202,4_1_1,4,3
cell746,4_5,0.135678391959799,4_5,1,2
cell747,4_5,0.133165829145729,4_5,1,3
cell748,4_5,0.130653266331658,4_5,1,3
cell749,4_5,0.128140703517588,4_5,1,1
cell750,4_5,0.125628140703518,4_5,1,2
cell751,4_5,0.123115577889447,4_5,1,2
cell752,4_1,0.120451693851945,4_1_1,4,1
cell753,4_1,0.117942283563363,4_1_1,4,3
cell754,4_5,0.115577889447236,4_5,1,3
cell755,4_5,0.113065326633166,4_5,1,1
cell756,4_5,0.110552763819095,4_5,1,1
cell757,4_5,0.108040201005025,4_5,1,1
cell758,4_1,0.105395232120452,4_1_1,4,1
cell759,4_5,0.103015075376884,4_5,1,3
cell760,4_1,0.100376411543287,4_1_1,4,2
cell761,4_5,0.0979899497487437,4_5,1,2
cell762,4_1,0.095357590966123,4_1_1,4,2
cell763,4_5,0.092964824120603,4_5,1,3
cell764,4_5,0.0904522613065327,4_5,1,1
cell765,4_5,0.0879396984924623,4_5,1,2
cell766,4_5,0.085427135678392,4_5,1,2
cell767,4_1,0.082810539523212,4_1_1,4,1
cell768,4_5,0.0804020100502513,4_5,1,1
cell769,4_5,0.0778894472361809,4_5,1,1
cell770,4_1,0.0752823086574655,4_1_1,4,2
cell771,4_5,0.0728643216080402,4_5,1,2
cell772,4_5,0.0703517587939698,4_5,1,2
cell773,4_1,0.0677540777917189,4_1_1,4,3
cell774,4_1,0.0652446675031368,4_1_1,4,3
cell775,4_5,0.0628140703517588,4_5,1,2
cell776,4_5,0.0603015075376884,4_5,1,3
cell777,4_1,0.0577164366373902,4_1_1,4,3
cell778,4_1,0.055207026348808,4_1_1,4,3
cell779,4_5,0.0527638190954774,4_5,1,2
cell780,4_1,0.0501882057716437,4_1_1,4,2
cell781,4_1,0.0476787954830615,4_1_1,4,3
cell782,4_5,0.0452261306532663,4_5,1,1
cell783,4_5,0.042713567839196,4_5,1,3
cell784,4_1,0.0401505646173149,4_1_1,4,3
cell785,4_5,0.0376884422110553,4_5,1,3
cell786,4_5,0.0351758793969849,4_5,1,2
cell787,4_1,0.0326223337515684,4_1_1,4,2
cell788,4_1,0.0301129234629862,4_1_1,4,2
cell789,4_5,0.0276381909547739,4_5,1,2
cell790,4_1,0.0250941028858218,4_1_1,4,1
cell791,4_5,0.0226130653266332,4_5,1,1
cell792,4_5,0.0201005025125628,4_5,1,2
cell793,4_1,0.0175658720200753,4_1_1,4,2
cell794,4_5,0.0150753768844221,4_5,1,3
cell795,4_5,0.0125628140703518,4_5,1,2
cell796,4_5,0.0100502512562814,4_5,1,2
cell797,4_5,0.00753768844221105,4_5,1,3
cell798,4_5,0.0050251256281407,4_5,1,3
cell799,4_5,0.00251256281407035,4_5,1,1
cell800,4_5,0,4_5,1,1
