,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
155,178,403,471,0,248,859,312,0,0,2650,0,48,935,1411,55,173,90,0,0,0,50,1276,0,621,0,939,291,115,1061,0,150,0,441,393,0,0,0,92,617,122,0,12,4491,0,0,0,0,0,0,6421,0,0,116,3325,36,5886,2530,0,49,178,954,0,0,1137,0,0,267,1830,47,0,161,1792,0,29,184,174,256,0,147,171,723,6958,0,15142,82,509,0,7425,13136,0,0,0,0,37320,2958,0,0,19,0,0,3959,7516,0,0,0,870,1664,10407,636,17681
156,0,4683,2991,0,4362,10115,2454,283,59,348,21,84,2441,333,661,171,0,15980,0,136,355,4764,0,316,0,1964,787,118,972,3369,87,20,4388,2175,0,21748,131,0,5036,134,0,105,274,240,8902,0,0,802,0,377,147,0,51,1778,90,125,3,0,70,506,93,0,0,63,219,43,0,2752,20,205,0,79,0,1204,99,4065,48,0,0,0,0,20423,0,365,205,196,23,27785,12,0,0,0,0,3726,2450,89,4934,85,0,0,1025,4680,0,0,1383,727,4132,1140,227,15582
157,1404,202,1456,0,499,952,3743,3097,0,1790,783,77,0,4405,1161,39,0,34728,0,0,1568,423,0,0,1246,0,4212,0,1403,5104,0,183,695,0,1926,0,0,517,0,0,0,0,0,0,249,948,0,2059,0,12010,1596,0,245,3160,100,7494,4340,0,0,265,0,0,0,481,449,0,484,913,0,34,649,333,0,267,973,395,200,2131,1241,53,0,1562,0,3425,297,290,50,8481,45496,0,0,0,0,40009,0,0,4642,32,0,0,132,1554,0,0,6133,0,5555,1248,0,0
158,1017,395,760,0,1690,16292,2659,771,104,0,0,18,3262,569,947,0,0,8917,0,59,0,2439,0,786,5547,1959,5326,163,4716,0,0,0,4147,2936,0,16773,255,0,0,0,0,0,0,0,13217,0,2359,861,0,3813,0,0,0,1197,516,0,68,0,41,0,0,0,0,2033,2056,107,7141,13130,0,0,0,168,0,1438,594,0,0,98,37,0,0,43338,0,0,0,120,122,40795,164,0,0,0,0,6025,2108,534,0,222,0,0,1169,4723,661,0,1880,436,1622,0,124,15812
159,1494,1192,602,0,275,86,47,0,0,539,0,165,2527,0,180,117,120,6059,0,4164,1648,970,0,176,1237,196,0,302,3829,3502,0,63,242,2094,0,0,391,48,0,0,0,0,3457,0,352,0,0,0,0,2121,0,0,0,8649,0,0,0,0,0,104,5434,0,0,1548,1691,0,285,0,0,0,607,3508,0,409,599,0,0,0,0,0,0,6011,0,6306,0,327,131,32481,1984,0,0,0,7256,29429,0,15,0,0,0,0,4176,7521,0,0,1132,0,861,0,648,16637
160,0,3438,2146,0,912,3063,681,2816,0,5759,1218,7351,1224,292,6489,0,463,316,0,2126,3478,1155,0,885,1400,2406,0,66,206,265,0,62,156,0,0,0,0,1528,0,854,10,0,232,879,264,0,0,0,0,0,0,0,0,1361,0,0,106,0,534,399,111,0,0,0,264,514,0,2583,0,356,269,0,0,0,82,567,3832,129,0,376,0,424,0,7612,0,1708,0,5319,0,0,0,0,4420,3613,189,0,1946,0,0,0,2086,10848,283,0,62,2338,76640,59,1731,3505
161,364,341,2234,0,1146,0,855,281,105,0,297,61,1004,671,442,345,63,2078,51,0,1543,822,0,0,0,155,0,0,702,3757,532,0,750,204,1390,0,549,432,0,20,0,0,1982,0,485,0,1147,879,0,7772,1150,0,0,36172,0,2370,1049,0,473,95,1727,0,0,2936,556,637,1285,17,0,0,126,2738,0,78,371,679,25,2847,312,0,101,2644,0,2352,110,1769,3,8812,44662,0,0,0,6303,18863,234,0,1794,29,0,152,825,1774,0,0,1696,147,1850,0,416,554
162,1886,183,14089,0,923,0,667,2537,0,6771,972,8493,4130,171,7033,48,479,592,0,844,879,274,0,140,0,1402,0,5,221,334,39,0,0,571,0,0,1602,1215,1401,67,17,0,177,30,454,21,0,485,444,399,2698,0,0,981,0,79,807,0,1330,0,149,0,0,0,18,1259,1960,2572,48,0,367,1874,0,2584,20,3033,465,755,326,362,1358,263,0,1923,127,8080,2406,147155,978,45,0,0,1246,3276,545,0,1010,18,0,69,131,288,4506,0,66,711,516,25,288,9169
163,0,92,6303,0,490,0,96,2958,0,4832,1348,7156,1563,546,4374,28,253,338,0,0,469,50,0,521,0,0,0,0,0,570,295,0,38,1750,979,8329,328,1561,0,0,0,15,0,0,425,0,0,390,0,685,329,0,5744,718,116,58,939,0,2270,0,0,0,0,159,191,2089,3155,2507,0,0,497,6398,0,2991,0,2397,9412,761,61,1219,37,359,0,1063,24,8584,5511,161733,136,95,0,0,5135,3090,258,67,274,0,0,0,190,315,1281,0,113,7138,0,0,1871,7610
164,0,804,47223,0,1836,0,1564,227,0,0,0,8936,0,806,10318,85,0,1014,0,0,0,173,0,0,0,3576,143,0,0,64,243,0,963,1822,7429,0,952,1090,461,79,47,27,0,0,505,0,0,0,1304,1236,3257,0,4591,3084,0,35,556,0,4900,0,511,0,0,17,138,2592,7056,3407,0,96,683,7462,0,0,255,1750,315,613,318,0,0,274,0,0,41,14651,1335,3054,86,0,0,0,0,1749,0,0,1295,0,483,828,406,7002,2270,0,0,2723,34635,9,916,0
165,974,1302,2458,428,7017,24973,5888,2374,184,77,0,44,0,249,717,31,0,0,379,0,0,1124,0,979,0,0,1373,0,2566,1557,0,0,3139,1156,0,142156,647,64,0,48,0,0,78,0,11934,329,3319,313,0,0,0,0,0,1363,0,107,302,0,76,117,0,0,0,317,1106,0,3344,6379,29,543,0,0,0,835,122,1863,119,0,91,381,0,10513,0,828,0,189,0,43491,112,0,0,0,0,2985,1067,0,2063,0,0,370,318,6333,65,0,0,1230,2235,2129,0,20129
166,4403,199,9993,0,1081,76,0,1295,0,3734,305,6890,0,1905,8925,17,282,611,0,0,0,296,0,311,0,0,0,4,393,320,87,0,0,231,0,2328,169,814,787,61,0,15,32,291,760,39,0,463,0,947,7418,0,0,510,246,22,519,787,855,3046,170,34,0,86,110,0,4173,3024,11,0,337,841,474,2287,0,3234,1761,1500,260,476,171,403,185,2313,70,4420,5341,185653,61,19,0,0,735,3885,303,0,1115,0,0,86,54,280,1513,0,137,681,0,0,609,9144
167,0,52,10318,62,1082,0,184,0,0,6401,0,9486,1286,1223,913,55,187,505,0,0,0,251,0,0,0,0,0,0,202,250,97,0,2,0,0,672,403,1149,0,174,40,5,0,0,837,0,0,457,458,370,6901,0,4257,1291,532,212,600,0,1466,697,0,0,0,9,253,1057,7598,5013,0,179,639,927,0,1690,295,4978,3579,67,67,1166,1267,406,123,4737,56,5835,7053,91986,0,14,0,0,404,3700,530,43,124,0,0,121,137,328,3363,0,139,4043,0,0,458,10125
168,254,0,781,0,149,65,0,296,0,2104,0,168,3724,2781,149,89,59,18506,0,0,0,735,0,105,835,66,0,158,545,2902,0,0,55,471,0,0,0,295,48,71,0,24,585,0,346,0,0,2012,0,8321,1402,0,0,8531,55,3103,3343,0,146,395,545,0,0,957,1940,254,208,2742,0,16,328,1172,0,119,38,1625,400,191,59,497,459,5905,3559,2713,47,2112,107,49702,5301,1241,0,0,0,42979,3252,23,998,0,3646,280,28,171,1713,0,2218,456,30,326,349,51879
169,812,0,251,0,0,0,61,380,0,5071,0,148,2165,2326,648,77,0,15953,0,0,324,658,0,133,240,0,0,0,986,242,21,0,170,0,0,0,296,834,0,52,0,9,242,0,787,0,0,1792,0,2608,495,0,58,5601,0,1051,3194,0,62,108,146,0,0,1375,665,530,341,4780,0,0,417,1166,1087,89,0,1532,258,1365,0,882,213,9314,0,20612,269,554,350,74295,39717,1692,0,0,2770,37920,3059,0,0,18,0,190,561,56,884,0,18790,789,0,1739,0,7481
170,0,290,3184,0,600,774,114,0,0,0,0,85,0,977,480,461,276,0,0,10280,1170,302,0,112,4153,166,937,0,646,0,158,0,1392,0,0,0,166,211,120,59,0,62,794,5620,288,0,0,1144,1323,12515,4519,0,0,12825,0,2066,10105,0,0,0,0,0,0,559,1175,1547,641,8621,0,22,252,1735,107,57,568,1726,166,3186,73,0,377,11640,0,1101,0,2237,0,5523,0,0,0,0,0,22570,7564,0,7604,0,0,332,1895,1428,0,0,1409,0,2608,0,523,0
171,1808,472,10219,0,693,0,256,981,73,6770,842,6527,1502,0,7066,19,0,140,0,2158,0,228,0,311,0,0,0,5,235,316,138,0,287,0,3705,197,163,136,164,155,0,0,343,77,776,17,0,343,0,1107,6550,0,122,472,126,181,209,0,2509,0,166,0,0,107,114,1856,2893,4442,0,0,198,2651,1316,2321,0,4458,2426,1303,264,389,1834,248,55,5721,142,13761,4968,116299,270,25,0,0,0,3133,276,19,942,29,410,0,0,272,4740,0,241,9441,842,0,852,10499
172,0,33,7707,0,1520,0,0,1691,0,7269,548,5684,5520,872,9137,26,0,1462,0,0,0,159,0,353,0,0,0,75,490,220,0,0,161,0,0,1084,285,2142,3895,73,0,2,0,0,869,0,166,832,0,625,0,0,1136,1558,95,71,266,0,465,953,0,0,0,18,67,2497,1661,3845,0,0,292,1366,585,1461,0,6951,230,162,105,175,709,485,0,591,180,15767,5283,204557,127,74,0,0,10381,2964,736,0,1523,61,0,0,145,83,3966,0,401,1959,349,0,734,3816
173,12751,936,5549,0,531,1014,924,1492,0,0,0,1226,0,1834,556,127,0,0,0,8408,0,339,0,903,67,2001,164,0,1010,499,0,0,296,9978,0,0,1978,402,1795,143,10,0,0,0,900,0,0,365,0,612,0,0,0,816,0,102,357,0,0,579,1312,0,0,116,118,0,1108,3446,14,566,29,666,0,0,133,321,0,135,0,414,0,640,0,2485,111,2221,0,110866,0,0,0,0,0,2411,135,0,1075,0,0,51,704,16502,614,0,48,0,8423,502,2894,4577
174,456,80,416,0,395,1479,204,1627,0,1317,0,64,0,805,414,0,94,11887,60,2917,453,1549,0,153,5198,0,878,157,1039,2655,0,312,327,0,0,4140,911,336,610,120,0,0,324,0,1069,0,0,1386,0,0,1141,0,0,4396,0,3892,1745,0,0,702,2203,0,0,312,734,165,112,8884,0,32,234,0,0,35,183,213,0,147,172,75,0,12695,0,1279,33,0,9,41407,0,0,431,0,4083,26491,1950,0,3086,0,0,476,2509,5993,1709,0,1454,103,1312,1783,317,19529
175,0,754,0,0,919,0,98,0,0,2435,0,63,551,2902,308,221,108,10162,0,6301,620,793,0,0,0,419,1766,0,0,4621,165,82,411,0,0,0,268,0,134,18,10,0,3696,0,591,0,0,336,0,1532,1096,0,0,7793,146,0,6655,0,33,167,1155,0,102,217,2707,0,48,4822,60,0,131,0,0,62,672,35,222,0,0,390,0,11660,884,1362,12,1708,5,18746,5761,0,0,0,0,39113,21835,0,2573,0,0,0,3168,3927,0,0,4541,316,2649,3878,0,11226
176,1455,2628,9581,0,4520,0,485,2738,66,55,0,3729,0,52,2352,68,0,327,0,5246,0,391,0,0,4818,0,0,0,173,129,263,35,81,483,0,0,2900,0,0,531,0,10,204,0,465,0,0,0,0,28,0,0,0,355,0,91,21,0,2086,0,289,0,0,151,431,865,594,3525,106,0,150,1052,0,306,397,2802,234,0,41,0,0,432,132,1832,0,10414,410,111364,0,0,0,154,315,2618,367,25,0,0,0,0,781,7389,484,0,87,3630,55949,45,5297,477
177,16002,1070,20017,79,1513,0,1561,0,130,0,898,14125,773,3441,2097,126,296,153,0,4106,912,334,7,105,347,0,219,0,0,249,260,0,1149,3345,0,0,621,1282,5268,404,0,58,0,0,642,67,585,86,458,447,0,0,1191,2233,119,384,994,0,511,5003,265,0,0,96,85,203,6159,2868,0,0,0,0,0,1535,357,2471,0,783,171,0,453,646,0,0,58,9246,578,19712,827,0,0,175,4229,3846,220,0,0,0,0,0,379,2653,0,0,189,1119,33497,0,1781,413
178,0,293,12556,0,360,0,0,746,0,5716,0,7781,11692,368,3214,15,62,700,142,0,905,249,0,354,0,0,0,0,990,103,124,0,422,2136,0,0,705,1997,2817,124,29,8,191,0,548,0,0,831,0,471,0,0,0,233,226,109,526,0,459,2528,234,35,0,38,36,147,5681,1531,13,0,137,4553,2127,8464,63,4877,1408,422,49,1991,1645,208,0,1971,148,9647,7628,200186,306,29,0,0,6366,1736,430,0,737,0,0,0,0,222,3033,0,292,1786,858,0,1007,8129
179,5205,1110,13490,0,1868,0,1282,1926,209,714,0,181,0,470,0,110,0,0,0,89,7671,4969,0,24,3631,556,3057,0,1531,0,226,24,3241,466,0,4271,535,100,1408,39,672,0,0,0,3897,0,0,335,0,0,37,0,0,1896,0,0,8,0,0,832,364,0,0,951,693,0,3028,11318,0,0,0,160,0,403,123,961,12,19,0,0,0,25824,0,633,0,42,20,48864,0,0,0,0,0,4252,1105,0,1492,36,2515,0,1000,7615,0,0,726,891,1729,4379,627,6235
180,0,35,3521,0,535,0,857,1503,111,1439,0,133,0,30,7686,96,371,3093,260,0,0,403,0,0,0,231,0,52,473,646,16,0,140,0,0,2740,278,581,1700,56,171,12,17,0,4148,0,0,295,908,5098,3,0,0,1604,0,142,196,0,86,42,180,0,0,519,327,144,2456,8467,51,425,271,61,3197,1810,17,8597,240,86,20,379,631,3940,0,237,330,189,660,172213,161,124,0,0,4696,2999,2504,105,0,0,0,347,19,101,153,0,809,1043,0,0,0,60030
181,0,244,439,51,514,473,96,1159,22,963,0,184,3517,840,114,263,205,1610,0,4439,1684,1204,0,369,0,355,0,0,2662,0,0,0,279,534,0,1192,125,54,1027,13,0,0,1810,0,942,0,0,2617,0,9230,8060,0,110,16769,0,1843,6528,0,0,144,2388,0,0,283,1288,39,158,7002,0,0,65,428,0,0,376,757,5,772,62,0,0,13057,0,5062,0,240,0,33890,0,0,0,0,0,36805,0,0,0,0,10996,0,569,5151,0,0,428,959,617,12395,31,12261
182,0,2146,3071,0,3093,0,2847,0,68,445,0,157,1373,369,1170,46,0,21885,0,252,0,4012,0,0,0,0,799,0,953,999,0,0,1234,6241,0,0,1491,157,989,127,449,0,46,841,9144,0,0,548,529,1760,0,0,0,1132,29,0,39,0,0,103,271,0,0,1887,1310,88,463,7997,155,861,114,0,1323,1618,214,2824,304,89,224,626,74,23550,0,521,0,0,60,17698,0,0,0,0,0,4938,301,0,15632,0,356,0,293,4760,264,0,681,2206,13974,3185,129,5933
183,784,957,0,0,94,0,581,0,0,1416,0,32,2524,368,0,118,0,11719,0,3358,336,593,0,429,0,308,2050,0,1829,0,965,0,648,553,0,1683,198,68,0,105,0,0,6061,0,362,0,0,3895,0,2369,0,0,0,4908,0,3832,15312,0,100,0,0,0,0,3307,3166,0,158,8011,0,0,0,2978,0,0,1603,0,297,0,0,661,308,9939,0,4797,209,0,123,10631,0,0,0,0,0,40212,2689,64,0,0,0,0,6002,4249,0,0,3465,0,1157,2670,556,7638
184,0,0,13612,0,663,0,0,0,0,1557,941,5585,1380,0,962,65,664,306,0,1919,285,128,0,0,0,0,0,26,1822,455,251,0,0,213,363,0,0,1609,0,107,0,33,470,87,382,0,0,0,866,904,0,0,0,636,136,65,703,1424,1136,676,0,0,0,160,17,1523,403,1700,0,0,185,1447,417,1696,0,6779,3091,807,311,423,2256,316,235,4182,102,4117,3924,175894,286,67,0,0,8355,2591,317,0,3169,18,0,102,0,464,614,0,75,5062,0,51,6426,13886
185,16070,3530,32326,0,4350,1925,1923,4815,59,0,0,0,0,352,5810,0,0,272,0,4657,1541,409,0,0,0,3984,0,0,743,0,0,0,1346,10586,1807,0,2055,1447,1246,395,23,3,257,0,326,0,0,179,0,1674,2040,0,0,909,0,316,1196,0,0,1899,692,5,0,109,257,483,1063,1800,58,0,201,2659,0,0,1689,2983,1526,838,217,0,510,395,0,3715,0,5776,0,51232,212,0,0,0,2333,1192,200,0,870,0,0,327,297,7049,217,0,42,2322,12210,0,865,75
186,0,657,18941,0,3602,1092,4247,4430,0,262,0,101,2576,278,3715,76,0,6227,0,468,5939,490,0,0,5835,1548,3551,0,1283,721,56,0,7775,4408,142,0,0,585,0,0,0,0,10,0,4154,0,0,151,0,3302,168,0,0,2267,100,220,541,0,47,8,0,0,0,553,1319,0,2975,16582,278,2203,200,226,0,1571,212,2429,339,232,50,0,50,11447,71,0,0,336,47,67858,0,43,0,0,0,2650,910,0,2802,0,8677,412,96,4382,0,0,0,0,992,0,596,374
187,0,1325,7119,0,1892,0,409,0,0,3213,733,5217,0,2370,0,39,128,257,0,4057,1875,509,36,0,2725,1803,58,35,211,240,82,0,522,5165,0,650,1004,0,367,60,0,0,32,0,1286,0,889,160,0,0,0,0,0,1586,0,0,89,0,0,1167,0,0,0,561,207,0,6093,3572,14,663,0,2364,0,2060,245,697,154,544,0,0,0,837,0,597,17,4391,0,100966,0,0,0,0,0,5793,0,0,799,0,0,0,971,9280,0,0,0,9145,18978,111,2765,202
188,0,2768,11497,0,2205,0,1156,3758,51,2591,0,7781,0,2146,3879,24,0,0,0,5006,4407,480,0,0,0,961,194,0,0,201,121,48,672,7098,0,2784,0,657,573,138,0,0,216,0,791,0,0,118,534,522,0,0,0,2713,0,57,758,0,1102,3714,123,0,0,62,85,0,1691,3518,0,324,188,0,0,1625,652,3708,0,165,0,0,0,1214,154,0,0,4214,304,103456,0,0,196,0,1697,2824,53,0,271,0,0,0,385,12022,2204,0,162,4590,4271,148,516,605
189,3231,1208,9589,0,1067,85,2758,0,0,1408,2509,2721,3660,44,8805,75,0,89,0,5180,5919,313,0,126,0,1901,44,0,944,166,662,0,1341,776,0,2264,1214,1494,156,220,6,15,231,0,985,0,0,178,671,1435,0,0,0,2989,537,0,52,0,1670,480,0,0,0,115,257,954,2063,3757,57,0,423,2048,0,1177,790,3733,4020,0,227,179,0,269,0,1331,147,3539,0,67415,1125,0,0,0,0,2340,388,0,0,39,341,222,685,10981,0,0,10,1162,5946,6,428,0
190,4070,3987,19940,0,6137,33911,3223,1005,7,0,0,3,0,162,2085,122,442,3807,0,213,17619,622,0,0,0,763,7029,92,2335,0,129,0,8155,6902,0,2334,0,95,1492,11,617,0,40,0,5946,0,395,275,0,1937,320,0,303,2194,81,56,204,0,111,696,676,0,0,0,1000,63,6971,9915,91,1096,433,0,0,850,239,4895,174,0,268,653,0,9527,0,0,33,465,61,6046,419,0,0,0,0,3175,1303,0,4846,85,21052,381,434,6186,120,0,0,0,0,104,220,0
191,243,3535,1955,0,957,1362,3589,0,91,47,0,199,1521,0,0,131,0,0,0,748,11261,4479,0,612,0,806,0,0,722,453,79,35,3321,2043,0,0,1384,113,0,0,200,0,0,0,6411,0,0,0,0,499,0,0,0,1311,160,296,0,0,52,0,612,0,46,0,587,61,1433,7903,286,995,0,79,0,269,63,2888,306,0,73,409,31,26525,62,0,21,41,101,62014,265,0,0,0,822,5113,1671,0,0,0,7302,0,519,4167,0,0,0,4390,4449,2779,50,6905
192,0,425,6203,0,3546,25227,3420,0,254,292,0,190,0,14,0,46,0,24927,0,245,911,3302,0,0,604,685,2926,0,2282,4618,165,11,8419,14297,45,0,577,0,0,26,0,3,608,0,9982,0,0,519,0,0,0,0,211,326,0,121,247,0,27,56,689,0,0,147,663,0,1958,5827,92,1223,97,0,0,641,0,647,322,0,0,0,0,33932,0,0,142,150,0,47870,0,608,0,0,4373,4809,1601,0,11843,0,0,0,895,7229,0,0,1218,539,5142,1840,371,16353
193,1621,5477,7646,0,181,0,1073,3013,0,1825,0,8209,0,0,3526,0,0,0,0,2242,1912,635,0,343,1767,3245,98,47,0,411,184,0,996,1640,0,0,1170,0,892,98,0,0,589,0,618,81,1676,761,242,181,5650,0,0,1330,0,49,304,0,0,1657,180,0,0,25,158,654,3685,2238,89,0,0,167,0,1928,130,1943,820,215,0,0,0,584,0,917,57,2609,2864,64220,125,0,0,79,379,3312,0,4,942,0,0,190,734,11409,2355,0,0,1387,48270,144,230,1673
194,1973,87,214,13,0,0,56,629,14,2188,347,203,958,1634,112,97,0,17881,0,0,826,565,0,36,0,339,0,0,783,1134,87,0,0,54,4557,0,199,146,380,0,0,3,1308,2851,844,0,0,1128,1,7218,555,0,5,5979,0,1290,4918,0,0,715,484,421,0,3785,1035,464,409,5378,0,16,72,1034,0,33,80,1162,283,349,298,721,467,4521,283,11883,195,1559,292,77655,521,1403,0,0,5402,25986,7041,0,1819,11,0,17,90,264,660,0,6671,744,0,166,14,48743
195,0,916,4741,0,3402,2184,523,8092,105,7326,0,2806,0,1935,1482,98,0,524,0,4044,1687,738,0,0,6189,1605,224,0,87,422,622,0,501,2850,0,783,1411,0,0,252,0,23,50,0,1010,0,0,0,0,297,0,0,4085,1086,0,0,278,0,0,2601,0,0,0,245,10,0,3357,2560,154,0,0,0,0,2881,0,1004,0,0,0,146,0,663,0,0,0,0,315,75694,77,20,0,0,781,3527,0,0,718,0,0,0,612,8631,0,45,0,10745,28334,160,2870,868
196,0,137,705,0,1160,0,1177,5754,164,0,0,159,0,0,0,347,0,21271,0,7672,335,650,0,0,1765,467,868,0,236,0,79,0,1050,267,3091,0,0,0,541,155,0,0,104,0,82,1728,248,3829,0,18809,0,0,435,27870,0,2829,4258,0,0,0,0,0,0,0,4014,273,0,3278,0,0,0,385,941,59,1738,405,150,1273,118,239,0,2360,0,0,135,1173,56,31494,7689,1083,0,0,0,17676,6995,0,3509,8,0,0,802,3732,198,0,632,336,787,0,28,1508
197,912,0,1201,0,156,0,12,0,148,4246,0,191,1349,0,577,172,93,21199,0,1788,0,1485,0,280,0,0,0,0,0,3278,0,0,34,0,0,0,383,504,0,18,0,15,0,0,685,0,0,4750,0,7525,487,0,79,4926,0,512,11328,0,0,93,3389,0,0,4858,1038,1019,327,3851,0,0,215,1137,976,117,85,911,382,0,214,771,623,1905,0,3305,129,1879,394,62710,6740,681,0,0,22114,21674,3841,0,857,0,3531,0,0,287,749,0,7392,278,0,0,0,53612
198,0,34,6681,0,1329,0,746,428,0,634,26,41,5173,0,7612,71,0,10826,0,0,0,1401,0,0,204,0,0,8,282,749,45,0,24,0,319,52859,168,508,0,12,0,11,63,164,6631,0,0,1653,0,7869,161,0,103,320,27,133,574,0,153,0,0,0,0,446,1492,54,4912,19081,0,902,426,99,0,269,38,10635,0,40,156,1517,307,13186,49,440,292,112,444,82943,477,274,0,0,10548,5306,4569,72,8763,74,4358,415,30,668,356,0,3250,1270,0,0,0,60364
199,1879,344,2059,0,943,992,107,1297,0,727,0,250,0,0,16,10,0,19588,0,6130,149,386,831,29,339,107,69,334,892,3787,24,0,445,827,0,1374,191,148,0,86,0,16,0,0,671,0,500,2717,0,7784,0,0,0,5094,0,5033,15971,0,0,0,3210,0,0,2875,3356,118,570,4195,111,0,114,2698,0,563,0,580,0,5565,270,0,74,8844,0,0,30,1818,34,28867,0,0,0,0,0,27389,0,0,6437,0,43468,321,3524,3048,0,0,0,41,1692,212,325,0
200,0,2329,2807,0,1514,0,201,107,0,246,0,9260,0,221,2036,49,0,1677,0,3642,7642,794,0,345,0,394,272,0,382,560,455,0,398,749,0,0,280,1124,0,92,3,0,69,0,272,0,1319,53,0,252,0,0,0,781,0,133,407,0,4118,1443,1507,0,0,11,367,0,4976,3239,37,140,65,1690,0,0,45,558,531,45,0,0,0,1275,0,0,0,2579,0,53649,0,0,0,0,0,6255,299,47,2639,0,254,0,634,4896,0,0,36,1547,22828,235,2657,1706
201,0,2115,5742,0,2394,0,1506,5609,27,0,0,1257,0,92,3760,0,0,237,0,2634,2859,425,0,0,0,0,43,0,595,659,0,43,1232,0,0,0,1523,452,727,9,0,0,1974,0,700,0,0,0,0,88,0,0,0,626,0,50,102,0,2016,0,1283,0,0,23,81,0,3621,3735,0,0,325,0,0,0,1879,1581,0,0,0,0,0,730,0,0,183,3320,0,7901,0,27,0,0,1395,4268,0,0,0,0,0,0,1405,9443,0,0,71,0,65116,431,0,2523
202,0,1626,8074,0,2607,3503,144,0,0,0,723,6091,0,0,2726,0,0,0,0,1278,8256,551,0,0,0,3939,76,0,172,0,0,42,768,2397,2647,9802,867,1002,1400,138,0,0,421,0,922,0,5545,1275,580,0,1773,0,816,689,0,61,168,0,79,0,363,0,0,21,287,0,2674,625,19,0,0,2663,0,0,855,282,970,924,0,0,0,1132,0,550,0,3992,2001,14021,141,0,0,0,0,6564,563,0,0,0,0,248,995,5888,0,0,0,1576,26253,249,822,2269
203,1610,126,0,0,259,0,80,711,111,0,1534,129,2617,0,420,90,0,2977,0,0,0,1540,0,0,0,540,510,0,1647,244,24,474,14,0,0,0,218,0,192,57,0,0,501,0,437,0,0,6073,0,0,2057,0,319,9998,0,4427,3699,0,20,1217,944,0,0,1157,2254,537,318,921,14,8,179,0,0,221,205,0,26,0,0,141,0,9809,0,2097,0,867,0,3695,0,0,0,0,0,38467,1150,19,0,0,0,140,3155,3453,0,0,0,243,12317,2143,397,14271
204,3976,1512,8455,0,3085,462,289,4560,500,3446,0,737,0,1274,1232,0,0,0,0,2842,1390,83,0,649,2915,2257,0,81,0,704,508,0,1569,1505,3378,7575,182,0,484,351,42,0,579,69,304,0,1788,745,0,321,6439,0,0,1652,0,0,1332,0,614,0,996,0,0,152,471,545,2946,4694,0,0,0,0,2462,6278,950,443,2431,1363,33,0,0,205,0,0,0,7483,1284,66455,69,0,0,0,690,2276,434,0,1347,0,676,0,971,8927,0,0,0,5563,3278,0,5500,0
205,0,1266,16801,0,9395,2560,5161,1658,206,0,0,70,0,16,0,16,0,1827,0,159,4204,2026,0,346,3024,2872,0,0,0,1082,584,0,7649,0,0,6160,698,0,4248,0,250,41,97,0,4145,444,262,337,0,714,80,0,0,3002,219,145,352,0,134,596,457,0,0,618,1213,12,0,8343,0,1192,110,0,0,2696,107,3955,229,14,0,0,0,11107,0,100,0,151,216,67437,609,0,0,0,0,3379,996,0,889,89,0,0,167,4052,157,0,427,2595,1925,0,11,707
206,897,715,4853,0,2362,0,2697,2040,80,108,0,26,0,32,984,208,0,10752,0,571,0,2308,0,0,3153,2467,16043,23,695,4747,330,0,10078,13220,202,0,1821,199,0,98,0,0,473,0,7900,0,0,1539,0,1296,614,0,0,1005,0,241,786,0,0,0,371,0,0,1486,1213,0,2267,7142,0,888,35,99,0,1114,77,5269,378,1311,63,0,471,6458,0,0,0,255,36,22452,589,0,0,0,1446,4569,1452,0,11090,0,14674,665,95,5805,0,0,397,3576,3487,83,90,0
207,2136,187,9216,1440,4416,0,2057,422,0,0,0,41,1520,729,341,586,0,0,0,494,28113,1521,0,0,6094,0,0,0,0,2533,0,0,15519,3961,0,0,417,365,4899,31,154,0,165,0,1696,0,4794,2257,0,3532,0,0,0,1703,31,0,316,0,0,0,777,0,0,1404,2186,49,0,0,0,0,211,0,0,368,538,2009,739,0,112,0,0,4439,0,199,0,633,365,19709,76,0,0,0,0,2413,0,119,0,0,22084,0,788,5872,0,0,1449,4265,814,127,521,687
208,0,2147,3092,0,708,4442,2334,732,230,342,0,83,0,0,2888,149,0,6088,0,0,7098,3559,0,583,0,882,2207,0,813,2390,111,0,6145,3750,203,0,578,129,0,17,0,18,37,0,3448,0,1774,164,3420,3455,903,0,257,1489,0,129,99,0,0,956,824,0,0,1001,843,107,4630,3574,0,0,0,107,0,1051,180,826,411,79,0,0,356,31159,0,0,152,168,29,15086,396,0,0,0,0,7952,1253,0,0,88,3365,0,183,6924,81,0,0,847,3190,1754,100,12185
