,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
208,3337,406,119,127,25293,141,242,334,590,0,27,9977,2186,0,56,501,0,0,384,2495,0,6536,0,159,3665,44,1094,1985,0,501,0,1120,9649,51,0,39501,81,276,0,0,10737,0,544,387,1381,0,0,3685,909,0,0,2,225,1824,2377,0,92,5,157,0,41,259,0,6134,64837,485,0,0,62,0,0,493,444,27,0,0,30468,4660,0,5442,272,1583,8,4915,489,8421,0,4305,0,585,1752,0,0,66131,0,4866,494,4849,0,0,0,887,0,0,20,0,14944,0,3722,184
209,8737,2372,4077,337,898,1042,4617,945,80,0,361,86,464,0,2514,460,2933,0,2274,12178,0,788,0,180,0,1558,17,534,253,21,0,2741,1995,327,57,2006,1043,2706,0,0,2327,0,1555,1158,524,0,0,403,797,5392,2071,0,21,841,474,1084,6040,1040,283,0,1169,9531,4,253,215,54654,0,0,637,0,1964,2680,0,0,0,0,4377,32293,563,92,273,811,6222,324,972,834,362,951,0,0,410,1123,58,5720,0,1771,312,227,0,380,65,882,0,888,0,0,11708,0,855,477
210,2822,487,8776,0,583,1739,1025,242,67,0,123,247,606,0,0,0,1110,0,1835,6833,0,935,0,0,551,299,34,0,326,25,0,2175,304,0,93,20940,1592,5136,0,25,1008,0,800,593,3623,0,45319,1877,0,0,0,0,0,341,171,80,8093,751,0,0,1857,6018,11,1253,1676,12269,0,615,154,0,0,92,5857,288,0,0,59068,6780,0,1132,4428,242,0,461,70,5116,4299,11133,106,1160,0,0,141,34323,1308,3467,92,100,324,94,37,116,0,839,361,0,1097,0,2891,162
211,1832,327,0,0,29199,96,0,168,936,37,107,8465,4129,0,0,0,618,0,2065,3837,25,4044,76,434,2599,75,465,1280,13,0,95,1497,11764,114,142,33061,153,71,1102,0,6233,33,276,68,1260,0,0,2020,978,0,24,0,0,417,294,411,792,30,0,28,412,892,0,10168,64202,380,16,0,228,0,0,426,791,20,0,0,40521,1061,40,4456,1034,1123,0,5988,65,4201,0,1874,0,326,576,0,478,49305,470,8308,1511,4473,363,158,110,446,106,0,29,0,4650,118,4105,313
212,2170,1198,3527,23,375,904,0,577,33,0,143,272,0,0,1924,0,4116,0,959,7990,0,373,3427,532,395,420,42,0,0,0,0,2793,0,904,14,2511,1546,41177,0,51,6250,105,1511,658,0,0,16652,80,850,0,0,108,43,463,394,358,0,781,301,629,6881,21625,4,202,400,39048,0,0,139,0,542,1525,168,0,0,0,7462,17440,3059,0,260,0,954,355,455,260,893,0,0,0,0,711,4,2458,109,0,257,153,0,378,180,1259,102,286,123,0,25472,0,271,75
213,4724,2000,1814,47,436,1075,0,158,69,0,307,85,0,0,115,160,5228,0,7005,7042,0,619,0,1265,496,984,20,266,273,0,547,2123,922,0,0,0,702,49142,0,52,4025,0,950,706,9,0,81265,882,638,4944,0,0,0,1349,175,1196,7354,805,68,428,6124,13564,1,410,150,57377,0,0,147,0,500,1267,1024,0,0,0,2038,19702,1937,0,0,269,679,151,535,0,1073,0,0,0,0,547,35,1672,241,1662,185,138,0,550,35,291,0,405,42,0,20521,0,170,0
214,164,3396,3978,237,14263,0,102,6323,265,0,609,7567,0,0,136,501,187,0,964,4403,5602,3636,0,0,18,406,406,0,0,756,481,2105,77,1425,0,2024,779,6736,0,131,5709,17,589,1808,6132,31,0,1071,35,0,0,0,0,28,0,0,41667,1342,0,0,0,114,0,435,2213,1580,0,0,3802,0,0,3917,1858,0,0,0,13338,654,238,6619,658,8726,0,264,186,3127,0,6018,0,7572,216,0,5778,5266,12,1039,81,1180,173,5,210,1159,83,280,2038,0,259,0,277,1161
215,2027,0,3121,18,441,0,1700,962,8,10,468,359,0,0,361,10,0,0,2195,809,0,2832,0,96,348,34,13,237,298,43,0,137,258,0,128,20819,449,31147,0,0,4506,59,212,538,4026,122,0,1008,633,3040,0,0,26,307,384,900,1469,118,18,0,637,6764,0,957,1021,38739,60,0,140,5,0,802,3866,1130,0,14,29541,18976,1001,1355,5523,1473,808,521,225,3858,0,3450,0,2392,1463,0,140,112897,0,6750,0,105,0,772,392,2743,0,582,491,0,105,0,4716,309
216,1965,601,313,0,39039,74,658,450,878,0,178,11485,2561,20,0,698,2427,25,1178,1735,0,6060,0,193,1535,35,220,2840,99,706,6,859,5883,61,207,16191,1445,127,461,0,3327,0,508,272,1772,0,0,205,821,0,0,0,0,605,534,525,56,43,0,0,1367,598,3,11969,41874,453,0,0,90,0,0,1209,847,12,0,0,40271,5454,59,5218,0,707,49,5489,129,5426,0,3055,0,1407,4797,526,136,66422,54,19079,873,5252,0,377,0,0,1080,0,60,0,4685,0,3529,0
217,3574,2993,3418,0,584,2295,999,916,49,0,0,521,0,0,340,107,0,0,2624,860,0,2467,0,136,0,0,3,0,522,41,0,497,102,0,29,9965,501,26835,0,0,6270,0,1570,997,5196,0,7912,685,281,0,0,50,0,518,86,93,11049,0,0,0,3500,3928,20,935,848,53335,0,0,88,0,0,2158,3795,0,0,0,62604,27491,1064,2308,10218,794,0,1722,110,6052,0,4886,24,2544,517,0,417,65090,0,7561,0,122,80,181,299,2775,0,788,327,0,394,0,6785,487
218,3571,2337,1619,200,453,0,5173,33,92,5,154,144,899,0,1827,237,2196,138,1949,13148,0,71,0,227,962,884,13,960,0,13,5445,2650,1124,1700,0,4897,116,110307,0,0,3647,302,767,1505,0,0,0,982,2261,3346,0,0,0,78,127,1177,2185,0,80,0,4575,22071,6,194,237,47398,0,0,364,0,75,1907,179,0,0,0,7697,24289,5627,183,109,1086,1541,63,449,1530,1643,677,0,0,0,712,34,5557,0,1125,465,323,130,59,519,347,0,229,0,0,12081,0,24,277
219,2451,274,276,38,30253,34,253,510,1296,0,0,5076,6494,0,0,263,523,0,790,1711,0,3536,0,0,474,42,270,2630,0,271,82,1313,3163,57,79,10267,1387,558,0,0,6468,0,145,474,2205,0,0,2497,966,5809,0,0,378,2412,1702,0,859,42,0,0,284,1959,0,13058,50937,52,0,0,0,541,0,835,364,0,481,0,31060,6117,43,1896,759,1115,0,3321,457,1548,0,3496,0,190,1935,0,154,58590,0,23362,0,2297,1213,0,0,319,893,53,20,131,1783,0,3679,35
220,273,4047,1032,618,10921,45,133,2957,141,0,36,3007,5309,0,67,1146,118,0,640,4400,0,3760,0,169,29,234,495,0,52,0,0,1850,0,1378,0,1748,2296,8294,0,376,5689,0,145,397,3244,0,0,198,30,0,0,0,0,39,358,9,1431,362,0,0,152,384,0,1391,4058,811,0,0,1389,0,0,1701,3800,11,0,0,22207,386,62,6947,1251,1946,596,797,77,7791,0,861,0,13038,375,0,5384,3342,12,641,28,1756,131,5,45,749,320,365,2009,17,85,25,538,713
221,3771,92,3425,25,329,5572,3973,226,25,0,306,739,820,0,115,234,1448,0,849,181,0,3959,0,0,90,0,0,1903,0,0,0,257,335,0,134,11537,0,0,0,0,7473,0,1721,393,5815,0,0,2831,274,0,0,0,0,697,119,0,1428,1272,0,0,0,9847,12,836,805,23600,92,0,39,0,0,2675,3840,2267,0,0,14686,18005,0,91,1607,3242,663,1998,242,842,0,7327,0,1252,3393,0,12,135785,2884,1437,0,158,0,0,324,2690,0,0,777,126,0,0,6453,113
222,2393,508,154,68,13928,76,490,404,805,0,0,16657,0,0,70,98,6132,84,0,377,0,14128,0,721,2077,8,25,2210,55,0,0,321,2273,0,0,11054,1336,431,0,199,7986,0,187,385,620,0,0,3306,0,0,0,0,334,2369,968,0,398,29,143,0,0,1316,20,3442,25308,681,0,0,0,786,164,2012,229,0,0,0,28018,4187,0,1919,300,4425,0,1094,791,5369,0,508,0,782,741,0,225,258222,0,15441,3751,6800,763,90,1300,2189,0,0,30,0,6305,0,10207,1006
223,4859,174,136,82,16685,18,54,172,2219,0,407,2770,6146,0,211,1369,7892,0,825,7306,0,1981,0,114,1471,66,490,2213,69,0,0,1895,5801,398,1798,0,776,1909,0,0,13021,253,230,866,0,0,0,1780,1297,7488,0,0,0,600,1634,1625,13,9,405,0,252,3250,5,1461,8372,2609,0,0,523,0,0,1945,91,0,770,0,1180,5800,329,20,4,2700,12,53,1808,0,58,97,3,0,0,4133,77,6948,33,137,1609,17188,201,80,755,0,675,0,0,0,188640,0,486,223
224,4685,40,219,7,7445,63,0,384,207,23,198,5664,34229,18,0,592,1293,46,254,172,333,9983,0,754,0,24,91,5358,76,0,0,421,76,0,167,15236,0,476,0,397,12106,418,9,299,0,0,0,1543,236,0,0,41,1608,1773,846,291,189,0,0,0,62,732,22,1654,23392,1387,0,0,53,0,0,1320,633,0,0,0,21037,2258,118,318,2622,4511,0,4858,837,4454,0,453,66,1556,495,0,896,259871,0,4747,483,6121,0,227,478,3029,1028,81,10,0,3272,0,5079,102
225,4821,481,102,0,7345,27,302,297,1006,0,169,12686,0,0,5,165,665,0,0,284,0,7851,29,454,0,0,29,0,0,0,0,345,227,69,0,14888,3277,0,0,0,22537,0,1327,1146,143,0,0,4547,0,0,0,0,396,0,725,579,118,19,0,18,115,741,9,2055,17560,587,0,0,99,156,602,858,491,0,0,0,27275,2640,34,4375,2097,7679,0,3882,0,333,0,783,0,2675,1441,0,973,181427,241,18341,2145,6981,1134,0,239,1970,0,0,47,0,3443,0,12179,2252
226,220,751,2500,369,7090,0,132,4967,140,0,577,15123,8793,0,21,0,72,0,966,390,0,8463,0,121,0,72,51,0,0,501,0,119,54,769,36,750,383,3553,0,0,7891,0,207,2448,1948,0,5481,1152,36,0,0,16,3558,217,1258,0,1094,0,0,0,21,850,0,636,1247,1225,0,0,650,0,0,2568,696,29,0,0,8669,431,376,1865,1670,19836,844,138,23,3478,0,1490,39,2223,387,0,6730,16719,60,718,57,876,35,33,0,1407,0,0,940,0,94,0,1710,178
227,3120,332,52,0,15393,0,621,227,570,0,0,15809,0,0,63,241,3121,0,1476,215,0,14297,0,1084,1174,19,63,2459,99,0,0,360,0,17,255,16142,917,667,0,607,11431,0,160,618,1052,23,0,5082,527,0,0,20,0,2878,426,397,326,0,0,0,452,1145,46,5844,17778,779,0,0,240,0,0,1225,231,0,0,0,29940,2228,22,426,463,7266,0,511,212,2857,11,757,0,426,192,0,235,291686,946,14938,0,6658,1385,101,0,2478,1927,234,22,0,7235,0,7444,885
228,1922,497,67,22,11331,134,10,236,572,0,84,8173,0,0,0,756,0,0,436,895,0,10804,0,516,0,11,209,362,36,801,0,789,3615,0,385,18046,0,908,0,180,11750,290,625,578,767,0,0,5051,683,313,0,12,0,0,248,232,176,7,43,0,349,2027,21,8164,10898,123,0,0,147,398,134,1078,125,0,0,0,32933,3634,0,4493,1355,5808,0,155,449,2694,0,792,0,1454,6089,0,401,202840,32,21670,0,4013,0,0,0,3489,0,113,26,0,4945,0,5479,1073
229,4314,5655,1312,251,526,0,1025,214,48,14,1072,376,1705,0,4511,113,4605,258,8669,8622,0,519,4328,935,798,156,29,2206,0,0,858,1854,683,3075,456,1170,5152,192683,228,0,3531,84,892,1231,2764,264,0,563,1341,0,0,21,39,635,797,1427,0,1004,492,0,2237,64207,32,174,220,101278,0,0,346,0,755,3110,977,0,0,0,16823,17084,12459,0,382,136,3059,140,481,2412,1313,1028,20,0,172,901,34,5865,140,475,1168,339,346,0,315,391,127,0,136,0,4709,0,164,0
230,7117,629,26,80,79307,113,55,562,1017,0,0,13695,0,0,9,0,2566,0,1949,1775,0,4611,0,134,4619,25,281,5833,0,260,0,860,5941,0,0,75656,452,0,385,0,3203,0,94,390,2068,0,0,7707,287,0,0,0,0,0,968,0,523,143,0,23,259,449,6,7105,36338,521,0,0,130,0,0,697,858,103,0,0,28007,1127,27,2327,475,2067,0,1326,19,1230,0,3980,0,987,2176,0,173,59057,0,5360,1985,5046,0,36,0,747,0,0,11,0,12255,0,4117,362
231,4182,1017,2224,259,426,0,2910,454,65,10,527,167,1593,0,1365,424,11671,309,6261,5566,0,116,0,312,0,1559,19,0,0,0,0,2366,2147,3226,45,3478,663,464,0,0,14016,403,1475,2027,4389,532,0,639,2220,7238,0,0,0,951,11,4002,2577,813,196,0,11939,67784,13,18,246,80913,0,0,563,0,0,5264,183,0,207,0,13393,5750,1510,0,1070,0,2512,266,610,5281,3599,540,0,0,0,913,30,9679,0,1320,1493,512,0,121,199,0,436,0,25,566,11871,0,0,569
232,528,5397,0,241,17056,39,85,6382,194,0,0,1894,0,0,77,675,64,0,3198,4638,0,4592,0,55,72,65,244,4817,0,0,0,2634,258,0,23,655,2284,4515,59,199,1949,0,616,744,5067,0,917,825,18,3706,19,0,0,0,25,14,4320,2634,1727,0,327,84,0,907,3067,568,0,428,2100,0,0,1345,2590,0,0,1,21154,216,0,16067,876,689,1105,1955,68,5276,0,5713,0,785,216,0,3804,3836,14,1228,104,1110,0,8,28,683,0,0,422,98,113,0,905,0
233,2470,7137,7171,67,507,104,3025,221,78,5,275,243,431,0,890,0,8161,128,4000,5157,0,595,0,203,12,583,8,885,888,30,0,1484,82,0,99,50,331,26729,0,0,7615,86,731,1384,429,265,0,420,2576,0,0,330,24,192,454,918,0,272,228,0,1880,41444,4,367,205,95672,0,0,573,0,435,4224,149,0,387,0,20941,31552,8960,68,500,384,1918,175,168,2236,2384,1673,0,0,579,373,55,9066,0,676,342,601,70,158,25,227,114,0,80,0,12364,0,0,269
234,3392,374,2581,82,402,1782,0,991,34,0,107,489,0,0,466,409,0,391,19271,879,0,2712,10154,342,0,133,0,1873,0,0,0,270,106,262,34,8181,517,31542,0,60,2592,456,0,330,4291,0,446,920,0,0,0,258,27,742,36,432,6162,1199,0,0,1210,5323,47,553,840,34875,0,0,581,0,351,1859,2201,0,0,0,50661,9933,0,912,2166,3863,0,1264,41,2707,0,4257,208,2921,1930,0,444,98157,333,10305,0,105,0,64,0,1315,0,0,833,66,0,0,8223,256
235,4088,901,107,194,19367,0,0,37,2027,0,315,10776,9296,0,141,1360,14368,68,792,3452,0,3864,0,21,311,46,325,514,0,0,0,1070,2149,54,496,2541,0,1665,0,0,23007,448,1117,3519,0,72,0,2413,4628,4798,0,43,845,6766,4259,1745,32,62,1817,0,0,8316,99,2451,5339,3995,0,0,116,998,486,3270,40,0,0,0,4386,2400,652,87,57,2134,0,212,1448,502,30,0,0,0,443,8141,48,19049,0,1070,16028,24717,0,204,609,613,0,450,0,0,100285,0,202,19
236,6883,865,2753,41,683,3056,4132,681,61,0,150,398,0,0,0,87,0,85,7308,3382,0,996,0,120,1281,592,19,0,275,38,0,1639,0,3259,0,58717,1889,20389,159,0,1233,0,1213,676,10497,0,1190,2478,101,0,0,0,0,1419,96,0,9937,4038,37,0,386,6048,0,1848,1575,13791,0,0,182,0,0,525,3349,348,0,0,71415,9797,874,3331,3731,264,1589,709,151,1744,0,6728,42,2442,769,0,231,29178,274,447,0,125,0,367,85,507,0,0,581,0,810,0,5214,0
237,6535,529,89,413,21269,0,106,67,1482,0,411,2938,5687,0,151,194,35866,0,481,1938,0,2879,0,270,561,0,326,1389,0,448,0,1441,8680,21,0,662,2139,4312,0,295,21711,552,84,3141,298,0,0,406,4159,2221,0,99,336,314,2449,1676,0,16,1079,0,214,5127,29,1631,9027,6920,0,0,330,654,253,3018,13,0,0,0,4036,5573,0,0,114,633,27,304,1290,2137,5,0,0,0,0,2132,0,18184,31,1192,902,32233,1054,138,800,914,0,153,0,0,122282,0,330,1897
238,4535,2050,1195,291,475,2010,1761,463,85,0,0,245,0,0,0,0,621,0,431,1705,79,920,0,585,1908,741,10,494,138,0,1205,1330,415,0,0,20286,3443,16048,0,164,410,0,1895,137,9052,0,7240,753,0,0,0,277,0,390,114,0,2693,4608,132,0,3127,5584,4,2104,2084,17899,0,184,286,9,143,768,4797,3127,0,0,49487,19114,663,1198,5519,217,1151,2533,18,3022,0,6760,32,218,42,0,378,41602,513,6755,71,79,983,175,284,885,188,0,533,1870,965,0,4191,90
239,6543,2589,2119,0,447,789,5061,928,46,0,0,568,0,0,0,41,2314,0,6282,1009,0,1355,0,393,178,0,6,0,0,14,0,360,172,2790,0,12083,874,0,0,0,2115,0,1114,136,1946,0,0,3790,0,0,0,69,0,0,95,366,4686,0,0,0,1815,9252,4,619,799,11525,0,0,285,0,265,1681,3964,0,0,0,56066,14455,1847,2580,2869,1399,0,2418,0,6156,0,3832,144,2693,3013,73,791,57391,0,6126,0,205,190,137,82,3730,0,0,492,0,105,0,13201,45
240,1203,500,146,27,12334,63,294,564,509,0,0,25393,0,0,0,178,2705,0,891,372,0,11954,0,0,1221,10,140,0,250,722,34,803,1408,221,163,0,898,373,0,1049,3992,0,297,493,0,0,0,11932,833,0,0,20,0,0,571,0,327,0,0,0,0,538,0,2435,20732,1445,0,0,216,0,0,935,518,20,288,0,13598,5455,0,3622,202,18068,0,4088,596,2173,0,266,0,1239,4422,0,251,175199,564,8833,237,1755,999,469,1125,2542,0,178,83,0,11521,0,11902,1255
241,426,4696,1228,1262,17302,84,446,1927,388,21,0,3441,22303,0,144,2907,1310,0,1160,6000,0,900,0,57,13,315,255,1194,229,0,0,2257,63,2646,253,0,610,10413,0,0,23049,1,416,6409,0,106,0,79,126,16620,0,67,0,1268,1784,70,4836,0,2215,0,821,2264,808,142,314,7983,0,0,808,0,1680,9374,381,35,0,0,2810,806,5115,0,109,4614,0,287,793,1753,10,187,107,0,0,11745,756,1190,0,220,125,15632,0,4,280,0,1097,376,925,0,1091,0,18,300
242,4593,1424,6241,73,795,0,7724,232,99,3,305,467,925,0,1174,120,8923,0,4151,4247,0,459,0,777,266,104,9,1324,259,0,0,1416,346,1205,230,434,5234,207466,0,0,9495,0,1027,3365,840,0,0,477,1200,12017,0,27,0,1953,356,679,1009,620,230,0,8570,45085,5,288,235,92042,57,0,62,0,1996,4208,34,0,0,0,8190,24806,817,354,728,510,1010,393,880,1935,3058,480,207,0,397,718,5,6868,258,1114,567,580,602,5,285,106,29,0,40,0,7733,0,0,329
243,1339,740,5936,140,505,2190,0,1253,34,0,153,536,655,0,252,0,1839,0,5420,1309,0,2647,0,116,224,324,2,1531,0,80,0,288,306,492,69,16536,3374,0,0,0,11769,0,0,528,1685,0,7815,1943,214,0,0,0,0,247,0,0,28780,0,69,550,585,8605,8,853,458,15599,0,0,0,0,129,1082,6885,771,0,0,61013,11196,689,146,4814,1432,2277,465,824,4260,0,6440,66,1105,1518,27,47,60775,49,7791,95,128,0,47,0,1846,134,0,277,542,88,0,19972,76
244,4354,3973,6754,57,376,0,0,329,98,14,404,81,405,0,140,281,19735,0,0,4915,0,854,382,704,0,317,13,384,0,29,6541,1130,464,400,597,0,1844,96307,0,0,7585,206,404,429,0,0,7570,475,1688,6622,369,915,0,390,875,996,1048,0,294,0,0,55639,19,534,359,130701,0,0,0,21,0,5927,265,0,0,0,9848,21073,25176,38,0,563,0,114,1335,4165,1182,2377,183,0,0,527,99,3774,0,401,185,508,0,398,626,0,0,158,164,0,1743,0,0,54
245,6366,175,235,227,20776,125,12,703,447,42,132,10736,0,0,0,347,0,0,734,603,0,9112,0,0,720,9,268,0,0,0,0,877,628,0,0,3053,779,75,0,0,3451,642,1896,245,878,0,4881,6711,273,0,0,0,0,0,977,456,103,0,211,114,1416,123,13,5450,29309,557,0,0,0,0,0,1307,900,0,72,215,22172,6247,0,757,195,10070,0,1143,638,5826,38,2005,146,1406,0,3119,745,132400,182,15582,0,2927,2401,499,0,3025,2714,0,52,462,929,0,20962,0
246,4247,999,1470,30,750,285,1986,761,12,0,32,367,0,2,112,0,710,0,7648,2626,0,1989,0,128,469,437,23,1718,0,0,837,1400,238,911,53,25711,2137,10396,0,10,4193,36,2268,13,797,0,0,2635,132,2304,0,0,0,242,31,158,1241,357,0,365,0,4309,0,1986,1804,18761,0,690,387,12,116,1214,4742,0,0,0,77073,3183,0,5871,1992,445,0,3761,469,8309,2503,5086,0,2073,301,0,258,33031,0,3076,129,49,0,155,0,120,0,302,542,0,1700,105,4919,0
247,363,3462,1869,0,5596,0,647,5072,270,39,0,15850,0,0,0,2330,0,0,0,1306,0,8016,32,30,0,285,252,7362,0,0,0,866,0,700,168,1556,625,8208,0,0,15085,0,0,965,0,0,0,529,0,0,24,0,243,356,53,10,3279,648,0,0,0,79,0,765,1595,75,0,0,366,0,0,1362,3095,0,0,0,8870,1384,686,2480,546,9747,445,459,0,0,0,1005,0,3338,84,10491,1381,6777,0,922,56,2465,23,0,467,1968,124,0,1126,0,73,0,3813,674
248,5516,2442,6703,41,503,1948,2599,409,43,0,0,991,122,4,539,0,1332,0,3925,2088,43,1810,0,0,1318,462,17,662,237,2,2840,587,1211,347,0,6105,2005,0,0,0,2060,0,71,302,3019,0,0,2555,101,0,0,0,25,166,92,0,20377,3598,0,0,599,9187,0,1557,1448,9068,0,237,327,0,327,722,7165,1560,0,0,55702,11198,2006,2097,3579,350,1309,2834,0,1006,0,10049,0,295,2281,0,182,43439,3374,3091,205,116,49,59,71,499,0,0,276,0,859,0,7702,0
249,2704,280,205,198,19781,0,13,97,2742,23,0,8458,1981,0,349,314,13257,148,1521,2932,0,2029,0,769,3994,69,488,0,137,0,0,1221,15108,44,1067,8843,1854,5215,0,0,36356,301,716,2522,149,0,0,1060,4580,1888,0,21,0,1943,2863,1117,20,48,161,0,1286,4039,64,1496,8003,2629,51,0,443,0,1774,3499,87,0,1614,0,6591,2719,473,0,35,540,25,291,2214,4454,123,43,10,0,1036,5475,28,11844,0,2934,769,19682,421,130,1360,669,0,21,5,293,66465,0,24,551
250,6694,174,383,279,19600,268,759,288,1884,0,0,14312,0,0,0,173,5450,0,1169,1282,0,9321,0,547,5526,18,526,0,118,1599,0,833,834,345,40,1555,4050,50,0,96,0,0,260,329,0,0,0,3786,660,0,0,0,0,1115,0,0,297,0,0,108,662,736,0,6175,18268,1545,0,0,516,0,0,1657,121,5,0,0,16414,6261,23,397,1249,7404,0,993,506,3712,0,1250,0,860,9108,0,735,86798,0,17129,2211,8595,0,620,185,5989,0,0,41,389,2568,0,17571,565
251,4443,319,117,73,32331,59,142,283,1592,61,29,6008,0,0,0,125,0,0,770,3273,0,6625,0,251,343,42,405,1713,6,0,0,829,779,0,0,45630,1491,327,386,0,4448,0,745,123,869,0,0,1788,697,0,0,0,0,1304,1313,310,362,43,0,42,434,680,6,8777,53847,725,0,0,0,158,0,775,1006,0,0,0,24044,1281,34,11324,596,2880,31,841,173,0,54,2715,14,265,1070,0,1244,81807,0,5598,0,3709,868,110,0,2334,0,0,51,0,5805,0,8413,609
252,300,1111,4125,1097,7153,55,0,4920,152,0,130,7699,0,0,119,0,46,184,1714,1847,0,12156,0,14,34,136,286,1127,22,113,133,639,72,2353,0,1716,1426,1178,0,110,0,0,312,185,0,0,0,418,0,2860,0,0,0,599,670,0,9943,0,0,0,0,131,223,734,1131,2638,0,0,1107,0,0,2329,1754,113,0,0,15197,962,321,5982,525,16494,0,1564,544,6365,0,2399,0,0,283,3978,2762,6798,20,1774,6,1784,42,5,173,1045,0,266,1085,0,14,0,2339,3041
253,430,4643,2904,1393,7896,6,45,1582,339,49,1193,7218,15582,0,40,2853,1085,22,0,5227,0,184,0,113,64,117,420,0,0,553,0,2659,75,0,172,36,1166,95539,0,0,14499,13,105,4241,263,107,0,303,125,3831,0,25,0,759,933,48,0,414,868,0,287,2412,272,161,822,4903,2165,0,1281,11,1705,10091,0,0,0,0,1190,677,1754,189,87,525,0,4,501,907,22,252,0,0,176,19995,791,1660,13,104,41,9931,36,15,339,0,479,118,49,0,2383,0,9,3753
254,457,9,1835,0,17798,76,65,7544,165,0,636,8571,0,0,20,1039,9,0,893,4571,0,3410,19,34,142,242,449,1164,0,450,0,2655,0,939,0,477,1425,5262,207,267,1636,0,356,1765,1944,0,10694,552,3,2422,7,0,0,353,331,0,6232,4081,0,0,109,407,77,920,2631,220,0,1077,646,0,0,1046,3011,0,0,0,20773,365,0,11190,2489,4305,542,101,21,1878,0,3495,0,1288,242,0,2804,3714,0,682,0,771,0,14,243,131,341,461,1565,0,136,0,1044,399
255,5213,845,472,357,37009,229,504,261,1252,59,0,15584,1962,0,5,0,0,0,1290,677,21,8496,0,0,3770,45,108,2304,0,84,0,604,1112,10,0,0,2092,217,0,0,4861,0,176,266,689,0,0,8080,301,0,0,0,0,3545,169,0,466,0,0,0,895,140,48,3418,23565,559,0,0,188,0,0,316,481,3,0,0,15532,6511,26,921,717,4930,54,4823,307,4753,0,1115,28,571,5965,0,551,98967,313,8896,3662,6977,556,14,0,2628,1375,143,29,663,4812,0,22253,340
256,524,986,101,457,10635,0,0,4989,239,0,141,7066,0,0,0,0,0,0,1801,6704,0,2248,0,0,211,95,364,12034,33,1075,0,3270,362,0,0,3936,0,3431,0,0,2546,0,893,928,1334,0,0,566,26,0,0,0,0,0,287,0,0,1758,2749,0,112,44,0,1082,2485,1386,0,0,332,0,0,3993,1133,0,390,0,20310,328,86,1512,692,3044,0,871,0,4727,0,5991,0,6663,404,0,258,4273,0,628,0,0,221,6,0,642,0,0,2542,0,44,0,1520,1028
257,5542,274,384,302,22576,28,108,435,350,0,0,8103,0,0,0,592,789,0,4427,878,0,11452,0,442,1869,48,558,4182,0,0,0,414,2133,0,0,32392,3737,458,0,0,0,109,349,523,1023,0,0,4443,0,0,0,5,0,513,485,0,434,0,0,205,1445,962,22,2468,24019,751,0,0,155,0,0,1539,288,0,0,0,33136,7928,66,1699,232,4930,0,1587,115,7401,0,771,0,499,857,0,574,118166,0,15127,384,8380,1576,18,838,1558,0,0,20,0,1023,0,15859,0
258,8099,440,199,624,20389,0,79,100,400,0,0,5785,2308,0,0,0,0,0,779,364,0,14165,0,0,539,9,48,0,0,328,78,469,297,20,0,13723,0,479,0,0,0,0,0,338,346,47,0,2384,0,0,0,24,0,5382,2210,0,92,0,0,0,2362,492,0,2294,26531,446,0,0,0,0,286,930,965,0,0,0,33318,4194,0,1289,408,13372,0,3427,0,13540,32,2694,0,786,1383,0,191,133331,45,10153,0,1880,3824,0,0,1793,0,0,43,0,1782,0,17615,125
259,7938,346,278,339,15807,0,140,159,2290,0,153,6604,9337,0,73,637,29652,66,0,3096,0,2407,0,874,893,34,403,0,176,152,0,1212,629,77,702,0,966,1118,0,525,15143,998,483,2786,164,0,2397,368,6676,2668,0,7,1239,2884,3728,2341,76,19,517,0,100,4974,55,892,6217,5851,0,0,321,127,2208,3604,19,0,0,0,2366,3643,242,0,150,2412,23,729,1321,506,85,0,0,0,0,8075,33,14342,0,1108,4794,31968,0,106,437,0,1154,0,7,0,151231,0,0,1685
260,4642,2007,1333,49,736,850,4806,1568,31,0,69,451,409,0,111,0,621,0,1687,5060,0,940,0,430,946,782,14,2429,0,50,0,1737,890,1328,0,17246,4077,15625,0,0,803,15,1973,74,5835,0,25044,3036,405,0,0,11,0,719,0,124,0,3001,25,120,4241,4163,2,1601,924,6440,0,0,0,0,0,599,4530,0,0,0,35522,4684,0,10960,5977,202,726,1945,0,1638,0,10016,17,307,981,57,463,26768,158,4924,146,100,189,0,21,357,41,438,617,0,1271,0,3970,31
